id_starname,cks_steff,cks_steff_err1,cks_steff_err2,cks_smet,cks_smet_err1,cks_smet_err2,m17_kmag,m17_kmag_err,gaia2_sparallax,gaia2_sparallax_err,gdir_srad,gdir_srad_err1,gdir_srad_err2,giso_smass,giso_smass_err1,giso_smass_err2,giso_slogage,giso_slogage_err1,giso_slogage_err2,gaia2_gflux_ratio,fur17_rcorr_avg
K00001,5819, 60, -60,0.01,0.04,-0.04,9.846,0.022,4.668,0.022,1.045,0.025,-0.024,0.991,0.034,-0.035,9.74,0.13,-0.15,1.000,1.0102
K00002,6449, 60, -60,0.20,0.04,-0.04,9.334,0.018,2.956,0.021,1.973,0.043,-0.042,1.515,0.028,-0.017,9.25,0.04,-0.05,1.001,1.0034
K00006,6348, 60, -60,0.04,0.04,-0.04,10.995,0.023,2.128,0.026,1.297,0.033,-0.032,1.203,0.043,-0.022,9.32,0.09,-0.24,1.007,1.0006
K00007,5827, 60, -60,0.18,0.04,-0.04,10.805,0.023,2.074,0.024,1.509,0.040,-0.039,1.148,0.047,-0.052,9.78,0.09,-0.08,1.000,nan
K00008,5891, 60, -60,-0.07,0.04,-0.04,11.040,0.018,3.011,0.024,0.935,0.022,-0.022,0.996,0.020,-0.027,9.18,0.26,-0.52,1.001,nan
K00010,6181, 60, -60,-0.08,0.04,-0.04,12.293,0.015,1.003,0.014,1.536,0.038,-0.037,1.145,0.041,-0.046,9.67,0.08,-0.07,1.007,1.0013
K00017,5660, 60, -60,0.36,0.04,-0.04,11.634,0.019,1.728,0.014,1.261,0.031,-0.030,1.090,0.034,-0.030,9.81,0.09,-0.09,1.032,nan
K00018,6332, 60, -60,0.02,0.04,-0.04,11.769,0.025,1.136,0.020,1.740,0.051,-0.049,1.309,0.023,-0.025,9.46,0.04,-0.04,1.018,1.0047
K00020,5926, 60, -60,0.03,0.04,-0.04,12.066,0.023,1.159,0.012,1.504,0.039,-0.037,1.086,0.062,-0.030,9.83,0.05,-0.11,1.000,nan
K00022,5891, 60, -60,0.21,0.04,-0.04,12.041,0.011,1.408,0.013,1.252,0.029,-0.028,1.119,0.027,-0.031,9.67,0.09,-0.10,1.000,nan
K00041,5854, 60, -60,0.10,0.04,-0.04,9.768,0.014,3.307,0.019,1.526,0.034,-0.033,1.097,0.072,-0.030,9.84,0.05,-0.12,1.000,1.0083
K00046,5661, 60, -60,0.39,0.04,-0.04,12.011,0.020,1.102,0.017,1.655,0.047,-0.045,1.244,0.033,-0.094,9.72,0.14,-0.06,1.000,nan
K00049,5779, 60, -60,-0.06,0.04,-0.04,11.917,0.019,1.469,0.014,1.289,0.032,-0.031,0.948,0.027,-0.025,10.02,0.05,-0.05,1.000,nan
K00063,5673, 60, -60,0.25,0.04,-0.04,9.997,0.022,5.178,0.025,0.887,0.021,-0.021,1.007,0.005,-0.010,8.86,0.30,-0.15,1.000,nan
K00064,5357, 60, -60,0.09,0.04,-0.04,11.230,0.016,1.131,0.014,2.433,0.067,-0.065,1.268,0.019,-0.017,9.66,0.02,-0.02,1.000,nan
K00069,5594, 60, -60,-0.09,0.04,-0.04,8.370,0.019,10.450,0.024,0.941,0.022,-0.022,0.874,0.034,-0.026,9.96,0.10,-0.14,1.000,1.0000
K00070,5508, 60, -60,0.11,0.04,-0.04,10.871,0.013,3.563,0.022,0.880,0.021,-0.020,0.942,0.020,-0.026,9.49,0.22,-0.28,1.003,1.0054
K00072,5599, 60, -60,-0.11,0.04,-0.04,9.496,0.021,5.415,0.023,1.083,0.026,-0.025,0.871,0.018,-0.011,10.11,0.03,-0.05,1.000,1.0005
K00075,5940, 60, -60,-0.04,0.04,-0.04,9.387,0.014,2.383,0.023,2.514,0.059,-0.058,1.327,0.015,-0.013,9.53,0.01,-0.01,1.003,1.0008
K00082,4909, 60, -60,0.11,0.04,-0.04,9.351,0.011,9.301,0.019,0.724,0.018,-0.018,0.803,0.009,-0.021,9.03,0.64,-0.36,1.000,nan
K00084,5520, 60, -60,-0.03,0.04,-0.04,10.318,0.019,4.600,0.020,0.880,0.021,-0.021,0.903,0.029,-0.034,9.67,0.21,-0.27,1.000,1.0000
K00085,6220, 60, -60,0.13,0.04,-0.04,9.806,0.017,3.317,0.029,1.443,0.033,-0.032,1.249,0.010,-0.030,9.47,0.06,-0.05,1.000,1.0001
K00092,5923, 60, -60,0.09,0.04,-0.04,10.300,0.016,3.675,0.025,1.064,0.024,-0.024,1.080,0.029,-0.046,9.37,0.26,-0.25,1.000,nan
K00094,6181, 60, -60,0.07,0.04,-0.04,10.926,0.019,2.121,0.022,1.368,0.033,-0.032,1.177,0.032,-0.024,9.54,0.07,-0.08,1.039,nan
K00097,6084, 60, -60,0.19,0.04,-0.04,11.535,0.020,1.108,0.024,1.984,0.062,-0.059,1.407,0.031,-0.054,9.47,0.08,-0.04,1.019,1.0113
K00102,5759, 60, -60,0.24,0.04,-0.04,11.055,0.039,2.571,0.027,1.105,0.033,-0.032,1.084,0.033,-0.037,9.54,0.18,-0.28,1.234,1.1844
K00103,5565, 60, -60,0.01,0.04,-0.04,11.047,0.020,3.301,0.025,0.873,0.022,-0.021,0.931,0.017,-0.029,9.43,0.28,-0.28,1.000,1.0002
K00104,4728, 60, -60,0.32,0.04,-0.04,10.594,0.011,5.235,0.022,0.745,0.020,-0.019,0.815,0.012,-0.022,9.48,0.35,-0.62,1.000,nan
K00105,5567, 60, -60,-0.35,0.04,-0.04,11.209,0.020,2.557,0.022,1.069,0.027,-0.026,0.822,0.008,-0.006,10.13,0.01,-0.02,1.001,1.0004
K00107,5920, 60, -60,0.26,0.04,-0.04,11.338,0.016,1.522,0.021,1.598,0.042,-0.040,1.262,0.021,-0.047,9.61,0.10,-0.05,1.004,1.0073
K00108,5886, 60, -60,0.13,0.04,-0.04,10.873,0.017,2.045,0.024,1.487,0.037,-0.036,1.134,0.043,-0.047,9.77,0.08,-0.08,1.001,1.0010
K00110,6207, 60, -60,-0.16,0.04,-0.04,11.456,0.017,1.832,0.022,1.230,0.030,-0.029,1.048,0.030,-0.028,9.69,0.07,-0.09,1.000,nan
K00111,5760, 60, -60,-0.42,0.04,-0.04,11.209,0.011,2.520,0.027,1.051,0.026,-0.025,0.818,0.013,-0.008,10.12,0.02,-0.03,1.001,1.0013
K00112,5805, 60, -60,-0.03,0.04,-0.04,11.367,0.018,2.660,0.203,0.936,0.082,-0.071,0.979,0.027,-0.033,9.50,0.29,-0.48,1.000,1.0971
K00115,5933, 60, -60,-0.09,0.04,-0.04,11.503,0.013,2.202,0.026,1.026,0.025,-0.024,0.991,0.032,-0.033,9.63,0.14,-0.20,1.004,1.0002
K00116,5860, 60, -60,-0.09,0.04,-0.04,11.431,0.018,2.275,0.030,1.046,0.027,-0.027,0.959,0.034,-0.033,9.78,0.12,-0.15,1.000,1.0001
K00117,5866, 60, -60,0.32,0.04,-0.04,11.060,0.016,1.925,0.020,1.439,0.035,-0.034,1.215,0.024,-0.025,9.63,0.07,-0.06,1.017,nan
K00118,5764, 60, -60,0.07,0.04,-0.04,10.897,0.018,2.169,0.023,1.407,0.035,-0.035,1.020,0.029,-0.026,9.95,0.05,-0.05,1.018,1.0059
K00122,5654, 60, -60,0.27,0.04,-0.04,10.801,0.017,2.268,0.029,1.407,0.037,-0.036,1.075,0.049,-0.029,9.92,0.06,-0.10,1.001,nan
K00123,5917, 60, -60,-0.02,0.04,-0.04,11.001,0.017,2.130,0.023,1.342,0.033,-0.032,1.025,0.031,-0.028,9.88,0.06,-0.06,1.000,nan
K00124,5956, 60, -60,-0.10,0.04,-0.04,11.623,0.019,1.729,0.023,1.234,0.032,-0.031,0.989,0.029,-0.028,9.88,0.06,-0.07,1.000,nan
K00127,5596, 60, -60,0.37,0.04,-0.04,12.361,0.018,1.588,0.017,0.984,0.025,-0.025,1.067,0.015,-0.025,9.18,0.31,-0.36,1.000,nan
K00128,5662, 60, -60,0.27,0.04,-0.04,12.216,0.028,1.377,0.020,1.210,0.035,-0.034,1.049,0.028,-0.030,9.87,0.08,-0.09,1.041,nan
K00134,6236, 60, -60,0.28,0.04,-0.04,12.322,0.018,0.887,0.012,1.706,0.044,-0.042,1.389,0.021,-0.022,9.38,0.05,-0.06,1.000,nan
K00135,5957, 60, -60,0.34,0.04,-0.04,12.549,0.030,1.018,0.014,1.360,0.039,-0.037,1.228,0.027,-0.023,9.51,0.07,-0.10,1.000,nan
K00137,5441, 60, -60,0.28,0.04,-0.04,11.756,0.019,2.333,0.017,0.904,0.023,-0.022,0.983,0.026,-0.024,9.31,0.28,-0.73,1.023,nan
K00139,5905, 60, -60,0.22,0.04,-0.04,12.110,0.023,1.546,0.014,1.105,0.028,-0.027,1.125,0.034,-0.032,9.36,0.16,-0.41,1.000,nan
K00142,5466, 60, -60,0.27,0.04,-0.04,11.454,0.019,2.678,0.014,0.900,0.022,-0.021,0.985,0.027,-0.022,9.27,0.31,-0.80,1.001,nan
K00144,4932, 60, -60,0.28,0.04,-0.04,11.461,0.014,3.286,0.020,0.775,0.020,-0.020,0.857,0.015,-0.021,9.33,0.39,-0.57,1.000,1.0003
K00145,4923, 60, -60,0.05,0.04,-0.04,11.382,0.025,0.516,0.015,5.203,0.211,-0.200,1.522,0.115,-0.124,9.38,0.14,-0.12,1.122,nan
K00148,5235, 60, -60,0.26,0.04,-0.04,11.221,0.023,3.284,0.019,0.836,0.022,-0.021,0.916,0.013,-0.020,9.43,0.25,-0.24,1.063,1.0037
K00149,5708, 60, -60,0.03,0.04,-0.04,11.731,0.020,1.128,0.015,1.860,0.050,-0.048,1.100,0.022,-0.021,9.86,0.03,-0.03,1.000,nan
K00150,5501, 60, -60,-0.40,0.04,-0.04,12.155,0.021,1.973,0.016,0.906,0.023,-0.022,0.782,0.013,-0.009,10.11,0.02,-0.05,1.000,1.0015
K00152,6389, 60, -60,0.06,0.04,-0.04,12.606,0.031,1.004,0.016,1.316,0.038,-0.037,1.244,0.027,-0.042,9.12,0.25,-0.16,1.043,1.0009
K00153,4791, 60, -60,0.13,0.04,-0.04,11.255,0.023,3.836,0.016,0.745,0.021,-0.020,0.792,0.018,-0.029,9.67,0.31,-0.46,1.000,nan
K00155,5667, 60, -60,-0.17,0.04,-0.04,11.910,0.022,1.213,0.015,1.603,0.043,-0.042,0.940,0.021,-0.018,10.04,0.03,-0.03,1.038,nan
K00157,5763, 60, -60,0.05,0.04,-0.04,12.180,0.020,1.571,0.015,1.086,0.027,-0.026,0.986,0.034,-0.033,9.81,0.11,-0.14,1.097,1.0034
K00159,6000, 60, -60,-0.02,0.04,-0.04,11.970,0.019,1.628,0.018,1.130,0.028,-0.027,1.042,0.030,-0.034,9.62,0.12,-0.16,1.000,nan
K00161,4995, 60, -60,0.34,0.04,-0.04,11.241,0.020,3.595,0.015,0.781,0.021,-0.020,0.877,0.007,-0.020,8.97,0.58,-0.20,1.003,1.0023
K00166,5159, 60, -60,-0.21,0.04,-0.04,11.716,0.020,2.924,0.016,0.759,0.020,-0.019,0.764,0.030,-0.024,9.94,0.15,-0.27,1.000,nan
K00167,6231, 60, -60,0.06,0.04,-0.04,12.065,0.022,1.204,0.016,1.412,0.036,-0.035,1.204,0.029,-0.021,9.51,0.05,-0.08,1.001,nan
K00168,5823, 60, -60,-0.09,0.04,-0.04,11.998,0.019,1.221,0.016,1.491,0.039,-0.038,0.990,0.024,-0.023,9.96,0.04,-0.04,1.001,nan
K00171,6220, 60, -60,0.07,0.04,-0.04,12.383,0.022,1.071,0.017,1.380,0.038,-0.036,1.198,0.019,-0.029,9.50,0.08,-0.06,1.000,nan
K00172,5630, 60, -60,-0.22,0.04,-0.04,12.234,0.026,1.393,0.014,1.205,0.032,-0.031,0.866,0.012,-0.010,10.12,0.01,-0.02,1.001,nan
K00173,5676, 60, -60,0.01,0.04,-0.04,12.383,0.025,1.253,0.018,1.234,0.035,-0.034,0.936,0.027,-0.024,10.05,0.05,-0.06,1.000,nan
K00174,4734, 60, -60,-0.27,0.04,-0.04,11.536,0.018,3.218,0.023,0.791,0.022,-0.021,0.719,0.003,-0.000,10.14,0.00,-0.02,1.000,1.0087
K00176,6319, 60, -60,-0.21,0.04,-0.04,12.222,0.024,1.187,0.014,1.327,0.033,-0.032,1.076,0.028,-0.030,9.67,0.06,-0.07,1.000,nan
K00179,6218, 60, -60,0.25,0.04,-0.04,12.502,0.023,0.651,0.017,2.146,0.076,-0.072,1.525,0.028,-0.032,9.33,0.04,-0.04,1.036,nan
K00180,5652, 60, -60,0.06,0.04,-0.04,11.482,0.017,2.641,0.019,0.885,0.021,-0.021,0.974,0.017,-0.034,8.87,0.61,-0.44,1.000,nan
K00186,5802, 60, -60,0.19,0.04,-0.04,13.433,0.041,0.901,0.020,1.044,0.038,-0.037,1.080,0.025,-0.035,9.33,0.26,-0.38,1.000,nan
K00191,5456, 60, -60,0.11,0.04,-0.04,13.250,0.037,1.171,0.027,0.908,0.034,-0.033,0.932,0.029,-0.033,9.67,0.22,-0.34,1.091,1.0340
K00193,5628, 60, -60,0.03,0.04,-0.04,13.483,0.050,0.765,0.034,1.234,0.070,-0.065,0.931,0.026,-0.022,10.07,0.04,-0.06,1.060,1.0291
K00195,5535, 60, -60,-0.17,0.04,-0.04,13.212,0.033,1.210,0.019,0.889,0.028,-0.027,0.839,0.031,-0.026,9.97,0.11,-0.16,1.000,nan
K00197,4938, 60, -60,0.03,0.04,-0.04,11.959,0.020,2.729,0.017,0.747,0.020,-0.020,0.792,0.024,-0.026,9.63,0.31,-0.56,1.000,nan
K00201,5522, 60, -60,0.37,0.04,-0.04,12.354,0.019,1.610,0.016,0.984,0.025,-0.025,1.044,0.030,-0.032,9.37,0.28,-0.45,1.003,1.0008
K00203,5722, 60, -60,0.33,0.04,-0.04,12.585,0.023,1.412,0.020,0.992,0.027,-0.027,1.077,0.030,-0.019,8.99,0.37,-0.37,1.000,nan
K00209,6085, 60, -60,0.03,0.04,-0.04,13.011,0.031,0.711,0.018,1.568,0.056,-0.054,1.180,0.037,-0.052,9.66,0.09,-0.06,1.000,nan
K00211,5830, 60, -60,-0.05,0.04,-0.04,13.586,0.040,0.600,0.020,1.462,0.065,-0.062,1.002,0.027,-0.026,9.95,0.04,-0.04,1.005,nan
K00214,5482, 60, -60,0.42,0.04,-0.04,12.470,0.022,1.456,0.020,1.038,0.029,-0.028,1.033,0.035,-0.031,9.69,0.16,-0.24,1.003,1.0013
K00232,5917, 60, -60,-0.08,0.04,-0.04,12.826,0.028,0.998,0.018,1.239,0.038,-0.037,0.982,0.028,-0.029,9.90,0.06,-0.07,1.017,nan
K00237,5748, 60, -60,0.24,0.04,-0.04,12.588,0.022,1.263,0.018,1.119,0.031,-0.030,1.076,0.035,-0.035,9.60,0.16,-0.25,1.004,1.0006
K00238,6154, 60, -60,-0.08,0.04,-0.04,12.655,0.025,1.003,0.021,1.318,0.041,-0.040,1.079,0.029,-0.030,9.70,0.07,-0.08,1.002,1.0069
K00241,4960, 60, -60,-0.46,0.04,-0.04,12.233,0.026,2.405,0.017,0.748,0.021,-0.020,0.706,0.010,-0.006,10.11,0.03,-0.07,1.050,nan
K00244,6285, 60, -60,-0.04,0.04,-0.04,9.493,0.017,4.135,0.024,1.342,0.029,-0.028,1.148,0.035,-0.033,9.55,0.09,-0.10,1.000,nan
K00245,5348, 60, -60,-0.25,0.04,-0.04,7.942,0.013,15.668,0.029,0.786,0.018,-0.018,0.787,0.037,-0.029,9.92,0.15,-0.30,1.000,nan
K00246,5789, 60, -60,0.14,0.04,-0.04,8.588,0.022,6.961,0.021,1.252,0.030,-0.029,1.042,0.033,-0.030,9.87,0.07,-0.08,1.000,nan
K00257,6163, 60, -60,0.10,0.04,-0.04,9.617,0.017,4.402,0.026,1.193,0.026,-0.026,1.156,0.040,-0.018,9.33,0.13,-0.28,1.000,1.0001
K00260,6270, 60, -60,-0.16,0.04,-0.04,9.344,0.011,4.237,0.029,1.395,0.029,-0.029,1.108,0.023,-0.042,9.66,0.08,-0.05,1.000,nan
K00261,5751, 60, -60,0.10,0.04,-0.04,8.868,0.020,8.162,0.026,0.943,0.022,-0.021,1.013,0.014,-0.029,9.25,0.28,-0.21,1.001,1.0000
K00262,6162, 60, -60,-0.09,0.04,-0.04,9.197,0.019,4.023,0.030,1.587,0.036,-0.035,1.154,0.048,-0.054,9.67,0.08,-0.09,1.000,nan
K00263,5771, 60, -60,-0.11,0.04,-0.04,9.008,0.031,3.721,0.024,1.949,0.051,-0.050,1.094,0.013,-0.021,9.82,0.02,-0.02,1.586,1.1620
K00265,6030, 60, -60,0.14,0.04,-0.04,10.665,0.017,2.578,0.021,1.279,0.030,-0.029,1.144,0.024,-0.031,9.59,0.09,-0.10,1.000,nan
K00266,6150, 60, -60,-0.06,0.04,-0.04,10.379,0.012,3.105,0.024,1.194,0.026,-0.025,1.071,0.035,-0.029,9.62,0.09,-0.12,1.002,1.0004
K00268,6388, 60, -60,-0.02,0.04,-0.04,9.604,nan,3.911,0.035,1.333,0.031,-0.030,1.188,0.051,-0.021,9.43,0.06,-0.22,1.022,1.0149
K00269,6302, 60, -60,-0.07,0.04,-0.04,9.754,0.011,3.411,0.025,1.432,0.030,-0.030,1.173,0.027,-0.030,9.57,0.06,-0.06,1.000,1.0002
K00271,6125, 60, -60,0.24,0.04,-0.04,10.234,0.019,2.859,0.021,1.383,0.032,-0.031,1.248,0.014,-0.022,9.43,0.08,-0.06,1.000,nan
K00273,5678, 60, -60,0.28,0.04,-0.04,9.968,0.018,4.356,0.024,1.071,0.025,-0.025,1.060,0.017,-0.033,9.64,0.14,-0.14,1.001,nan
K00274,6081, 60, -60,-0.03,0.04,-0.04,10.109,0.011,2.547,0.025,1.660,0.038,-0.037,1.155,0.073,-0.041,9.71,0.06,-0.12,1.000,nan
K00275,5808, 60, -60,0.26,0.04,-0.04,10.252,0.019,2.470,0.026,1.636,0.041,-0.040,1.235,0.026,-0.083,9.70,0.12,-0.06,1.000,nan
K00276,5952, 60, -60,-0.02,0.04,-0.04,10.483,0.025,3.033,0.034,1.190,0.031,-0.030,1.018,0.031,-0.028,9.80,0.08,-0.09,1.000,nan
K00277,5979, 60, -60,-0.18,0.04,-0.04,10.788,0.022,1.918,0.021,1.634,0.042,-0.040,1.034,0.022,-0.022,9.87,0.03,-0.03,1.000,nan
K00279,6298, 60, -60,0.17,0.04,-0.04,10.429,0.017,2.217,0.024,1.611,0.038,-0.037,1.334,0.023,-0.022,9.41,0.04,-0.05,1.001,1.0242
K00280,6002, 60, -60,-0.27,0.04,-0.04,9.785,0.017,4.713,0.022,1.052,0.023,-0.023,0.922,0.029,-0.029,9.86,0.08,-0.10,1.000,nan
K00281,5700, 60, -60,-0.36,0.04,-0.04,10.446,0.020,2.614,0.025,1.455,0.037,-0.036,0.861,0.015,-0.010,10.12,0.02,-0.02,1.001,nan
K00282,5887, 60, -60,-0.16,0.04,-0.04,10.490,0.020,3.182,0.023,1.138,0.027,-0.026,0.927,0.028,-0.028,9.96,0.07,-0.07,1.004,nan
K00283,5787, 60, -60,0.19,0.04,-0.04,10.079,0.017,4.397,0.027,0.999,0.023,-0.023,1.076,0.019,-0.033,9.01,0.42,-0.52,1.000,nan
K00284,5910, 60, -60,-0.20,0.04,-0.04,10.424,0.019,3.673,0.294,1.038,0.097,-0.083,0.929,0.035,-0.033,9.81,0.15,-0.30,1.000,1.2885
K00285,5946, 60, -60,0.19,0.04,-0.04,10.403,0.018,2.116,0.023,1.763,0.044,-0.042,1.290,0.030,-0.089,9.60,0.13,-0.05,1.000,1.0019
K00288,6221, 60, -60,0.22,0.04,-0.04,9.705,0.014,2.467,0.025,2.044,0.047,-0.046,1.481,0.023,-0.022,9.36,0.03,-0.04,1.000,1.0438
K00289,5837, 60, -60,-0.35,0.04,-0.04,11.187,0.016,1.558,0.024,1.698,0.046,-0.045,0.952,0.020,-0.017,9.96,0.03,-0.03,1.001,1.3698
K00291,5712, 60, -60,0.29,0.04,-0.04,11.320,0.016,1.556,0.045,1.615,0.060,-0.058,1.177,0.061,-0.057,9.78,0.09,-0.09,1.000,1.1649
K00292,5773, 60, -60,-0.15,0.04,-0.04,11.345,0.026,2.519,0.022,0.980,0.025,-0.025,0.901,0.035,-0.031,9.89,0.11,-0.14,1.000,1.0291
K00294,6051, 60, -60,0.04,0.04,-0.04,11.315,0.022,2.164,0.022,1.134,0.028,-0.027,1.100,0.029,-0.038,9.42,0.17,-0.22,1.000,1.0054
K00295,5918, 60, -60,-0.17,0.04,-0.04,10.951,0.019,3.011,0.021,0.969,0.023,-0.022,0.956,0.032,-0.033,9.62,0.16,-0.22,1.000,nan
K00296,5748, 60, -60,-0.11,0.04,-0.04,11.469,0.023,2.160,0.020,1.079,0.028,-0.027,0.900,0.028,-0.025,10.02,0.06,-0.08,1.000,nan
K00297,6155, 60, -60,0.11,0.04,-0.04,10.875,0.019,2.221,0.024,1.323,0.032,-0.031,1.176,0.036,-0.023,9.53,0.07,-0.12,1.000,nan
K00299,5567, 60, -60,0.20,0.04,-0.04,11.253,0.017,2.879,0.024,0.910,0.022,-0.022,1.001,0.013,-0.030,8.98,0.52,-0.41,1.000,1.0001
K00301,6014, 60, -60,-0.07,0.04,-0.04,11.456,0.022,1.633,0.028,1.413,0.040,-0.039,1.047,0.032,-0.028,9.83,0.05,-0.06,1.000,nan
K00303,5563, 60, -60,-0.16,0.04,-0.04,10.631,0.018,3.474,0.024,1.009,0.025,-0.024,0.847,0.017,-0.012,10.10,0.03,-0.05,1.006,nan
K00304,5802, 60, -60,-0.14,0.04,-0.04,11.109,0.019,2.984,0.025,0.922,0.022,-0.022,0.940,0.032,-0.038,9.57,0.21,-0.37,1.000,nan
K00305,4852, 60, -60,0.23,0.04,-0.04,10.757,0.018,4.823,0.024,0.737,0.020,-0.019,0.820,0.006,-0.017,9.29,0.30,-0.36,1.004,nan
K00306,5347, 60, -60,0.18,0.04,-0.04,10.761,0.021,4.079,0.024,0.823,0.021,-0.020,0.912,0.014,-0.015,9.28,0.27,-0.42,1.040,1.0181
K00307,6009, 60, -60,-0.09,0.04,-0.04,11.488,0.020,1.390,0.124,1.673,0.176,-0.147,1.078,0.048,-0.039,9.81,0.05,-0.06,1.019,1.3382
K00308,6237, 60, -60,0.02,0.04,-0.04,11.041,0.018,1.940,0.057,1.403,0.052,-0.050,1.186,0.025,-0.030,9.54,0.06,-0.07,1.000,nan
K00313,5237, 60, -60,0.05,0.04,-0.04,11.165,0.011,3.325,0.020,0.851,0.021,-0.020,0.850,0.032,-0.026,9.91,0.14,-0.21,1.003,nan
K00315,4816, 60, -60,-0.22,0.04,-0.04,10.813,0.016,5.141,0.025,0.680,0.018,-0.018,0.703,0.019,-0.020,9.88,0.19,-0.36,1.019,nan
K00316,5630, 60, -60,0.35,0.04,-0.04,11.167,0.015,2.582,0.027,1.045,0.026,-0.025,1.078,0.028,-0.034,9.45,0.23,-0.33,1.001,nan
K00317,6563, 60, -60,0.06,0.04,-0.04,11.670,0.023,1.228,0.020,1.632,0.045,-0.043,1.355,0.030,-0.019,9.29,0.05,-0.06,1.010,1.0064
K00318,6338, 60, -60,0.26,0.04,-0.04,11.068,0.011,1.589,0.025,1.672,0.043,-0.041,1.403,0.016,-0.023,9.31,0.06,-0.06,1.000,nan
K00321,5656, 60, -60,0.28,0.04,-0.04,10.970,0.017,2.771,0.025,1.066,0.026,-0.026,1.055,0.028,-0.032,9.63,0.15,-0.20,1.000,nan
K00323,5529, 60, -60,0.10,0.04,-0.04,10.827,0.017,3.972,0.025,0.803,0.019,-0.019,0.914,0.004,-0.015,8.83,0.45,-0.11,1.000,nan
K00327,6024, 60, -60,-0.03,0.04,-0.04,11.709,0.015,1.737,0.020,1.172,0.029,-0.028,1.044,0.032,-0.030,9.70,0.09,-0.11,1.082,nan
K00328,5766, 60, -60,-0.09,0.04,-0.04,11.224,0.012,2.206,0.019,1.184,0.028,-0.027,0.922,0.028,-0.025,10.03,0.06,-0.06,1.010,nan
K00330,5838, 60, -60,0.01,0.04,-0.04,12.384,0.024,0.969,0.013,1.583,0.043,-0.042,1.055,0.025,-0.024,9.89,0.04,-0.04,1.000,nan
K00331,5506, 60, -60,0.11,0.04,-0.04,11.798,0.017,1.031,0.016,1.992,0.056,-0.054,1.136,0.022,-0.021,9.84,0.02,-0.02,1.001,nan
K00332,5798, 60, -60,0.38,0.04,-0.04,11.475,0.019,1.526,0.018,1.512,0.039,-0.038,1.239,0.022,-0.049,9.65,0.12,-0.05,1.000,nan
K00333,6208, 60, -60,0.11,0.04,-0.04,12.125,0.017,1.357,0.013,1.216,0.028,-0.028,1.192,0.024,-0.034,9.23,0.18,-0.21,1.000,nan
K00337,5724, 60, -60,0.07,0.04,-0.04,12.409,0.019,1.299,0.016,1.173,0.031,-0.030,0.979,0.030,-0.029,9.94,0.07,-0.08,1.005,nan
K00338,5019, 60, -60,0.33,0.04,-0.04,11.393,0.017,3.344,0.014,0.778,0.020,-0.019,0.878,0.007,-0.016,8.95,0.53,-0.23,1.005,nan
K00340,5701, 60, -60,0.35,0.04,-0.04,11.435,0.018,1.348,0.014,1.760,0.044,-0.043,1.218,0.095,-0.041,9.76,0.06,-0.14,1.005,nan
K00341,5567, 60, -60,0.18,0.04,-0.04,11.698,0.020,2.443,0.017,0.875,0.022,-0.021,0.966,0.017,-0.016,9.19,0.25,-0.69,1.002,nan
K00343,5759, 60, -60,0.05,0.04,-0.04,11.762,0.021,1.847,0.014,1.101,0.027,-0.026,0.978,0.035,-0.031,9.88,0.09,-0.11,1.005,nan
K00344,5600, 60, -60,-0.18,0.04,-0.04,11.900,0.020,2.209,0.015,0.881,0.022,-0.021,0.856,0.035,-0.030,9.88,0.13,-0.19,1.006,1.0020
K00345,4935, 60, -60,0.05,0.04,-0.04,11.177,0.022,3.980,0.013,0.730,0.020,-0.019,0.792,0.010,-0.023,9.44,0.38,-0.18,1.000,nan
K00346,5120, 60, -60,0.10,0.04,-0.04,11.545,0.020,3.221,0.020,0.748,0.020,-0.019,0.834,0.009,-0.013,9.14,0.31,-0.58,1.000,1.0014
K00348,4790, 60, -60,0.07,0.04,-0.04,11.683,0.019,3.325,0.016,0.706,0.019,-0.019,0.764,0.015,-0.023,9.52,0.35,-0.55,1.000,1.0000
K00350,5785, 60, -60,0.06,0.04,-0.04,11.923,0.021,1.920,0.014,0.983,0.024,-0.023,1.015,0.029,-0.030,9.42,0.22,-0.36,1.010,nan
K00351,6015, 60, -60,0.10,0.04,-0.04,12.482,0.024,1.203,0.015,1.185,0.031,-0.030,1.108,0.035,-0.033,9.55,0.12,-0.16,1.000,nan
K00352,5802, 60, -60,-0.01,0.04,-0.04,12.223,0.025,1.260,0.017,1.314,0.036,-0.035,0.982,0.028,-0.027,9.97,0.05,-0.06,1.116,nan
K00355,6128, 60, -60,0.20,0.04,-0.04,11.845,0.019,1.483,0.012,1.276,0.030,-0.029,1.203,0.013,-0.022,9.39,0.10,-0.08,1.000,nan
K00356,5485, 60, -60,0.03,0.04,-0.04,11.892,0.021,2.191,0.070,0.914,0.038,-0.036,0.908,0.032,-0.032,9.75,0.20,-0.34,1.020,1.0342
K00360,5991, 60, -60,-0.09,0.04,-0.04,11.582,0.021,1.866,0.019,1.164,0.029,-0.028,0.999,0.031,-0.028,9.80,0.08,-0.09,1.000,nan
K00361,5697, 60, -60,0.14,0.04,-0.04,11.623,0.023,2.300,0.012,0.946,0.023,-0.022,1.017,0.022,-0.032,9.25,0.30,-0.54,1.000,nan
K00364,5808, 60, -60,0.27,0.04,-0.04,8.645,0.012,6.039,0.026,1.400,0.031,-0.030,1.153,0.027,-0.043,9.76,0.08,-0.06,1.001,1.1339
