id_starname,cks_steff,cks_steff_err1,cks_steff_err2,cks_smet,cks_smet_err1,cks_smet_err2,m17_kmag,m17_kmag_err,gaia2_sparallax,gaia2_sparallax_err,gdir_srad,gdir_srad_err1,gdir_srad_err2,giso_smass,giso_smass_err1,giso_smass_err2,giso_slogage,giso_slogage_err1,giso_slogage_err2,gaia2_gflux_ratio,fur17_rcorr_avg
K01528,5320, 60, -60,0.08,0.04,-0.04,12.268,0.019,2.006,0.016,0.845,0.022,-0.021,0.892,0.024,-0.027,9.57,0.25,-0.33,1.010,nan
K01529,5884, 60, -60,-0.20,0.04,-0.04,12.928,0.024,0.884,0.016,1.338,0.040,-0.039,0.930,0.025,-0.024,10.01,0.04,-0.05,1.036,nan
K01530,5954, 60, -60,-0.43,0.04,-0.04,11.752,0.025,1.618,0.018,1.250,0.033,-0.032,0.860,0.021,-0.019,10.07,0.04,-0.04,1.009,1.0231
K01531,5747, 60, -60,-0.09,0.04,-0.04,11.547,0.018,3.142,0.231,0.732,0.062,-0.054,0.938,0.025,-0.027,9.26,0.37,-0.52,1.000,1.1068
K01532,6133, 60, -60,0.14,0.04,-0.04,11.535,0.021,1.560,0.020,1.396,0.036,-0.035,1.213,0.026,-0.030,9.53,0.07,-0.08,1.000,nan
K01533,5857, 60, -60,-0.21,0.04,-0.04,12.565,0.022,1.430,0.014,0.976,0.025,-0.024,0.909,0.033,-0.032,9.83,0.12,-0.15,1.000,nan
K01534,6207, 60, -60,0.04,0.04,-0.04,12.241,0.023,1.152,0.016,1.367,0.036,-0.035,1.173,0.028,-0.036,9.55,0.08,-0.09,1.002,nan
K01535,5739, 60, -60,-0.32,0.04,-0.04,11.594,0.019,2.401,0.018,0.921,0.022,-0.022,0.831,0.028,-0.023,10.00,0.08,-0.11,1.000,nan
K01536,5885, 60, -60,0.22,0.04,-0.04,11.327,0.018,1.696,0.021,1.441,0.037,-0.036,1.170,0.033,-0.045,9.71,0.09,-0.07,1.308,nan
K01537,6218, 60, -60,-0.13,0.04,-0.04,10.514,0.011,1.958,0.022,1.775,0.041,-0.040,1.164,0.098,-0.027,9.67,0.04,-0.14,1.000,1.3809
K01557,4843, 60, -60,0.03,0.04,-0.04,12.626,0.033,2.325,0.027,0.650,0.021,-0.020,0.737,0.005,-0.013,9.00,0.45,-0.60,1.030,nan
K01563,5080, 60, -60,0.09,0.04,-0.04,13.702,0.042,1.177,0.034,0.771,0.033,-0.032,0.840,0.022,-0.024,9.51,0.35,-0.53,1.028,nan
K01567,4908, 60, -60,-0.13,0.04,-0.04,13.503,0.039,1.314,0.030,0.769,0.030,-0.029,0.750,0.024,-0.018,9.99,0.11,-0.26,1.000,nan
K01576,5559, 60, -60,0.23,0.04,-0.04,12.321,0.020,1.762,0.016,0.919,0.023,-0.023,1.007,0.014,-0.027,8.98,0.47,-0.37,1.012,nan
K01581,5437, 60, -60,0.24,0.04,-0.04,13.659,0.039,0.451,0.032,1.969,0.164,-0.144,1.143,0.055,-0.049,9.88,0.07,-0.08,1.012,nan
K01596,4786, 60, -60,0.27,0.04,-0.04,12.852,0.028,1.861,0.020,0.739,0.023,-0.022,0.816,0.011,-0.023,9.41,0.34,-0.58,1.070,nan
K01598,5451, 60, -60,-0.12,0.04,-0.04,12.626,0.020,1.685,0.019,0.839,0.022,-0.022,0.854,0.034,-0.032,9.77,0.19,-0.34,1.000,1.0006
K01601,5555, 60, -60,-0.10,0.04,-0.04,12.993,0.029,0.755,0.020,1.577,0.059,-0.056,0.931,0.022,-0.020,10.08,0.03,-0.03,1.016,nan
K01606,5435, 60, -60,0.14,0.04,-0.04,12.264,0.020,1.914,0.014,0.869,0.022,-0.021,0.950,0.017,-0.029,9.29,0.34,-0.36,1.018,1.0037
K01608,5897, 60, -60,-0.03,0.04,-0.04,12.418,0.026,1.308,0.015,1.139,0.030,-0.029,0.994,0.033,-0.029,9.82,0.09,-0.10,1.000,nan
K01609,5956, 60, -60,-0.40,0.04,-0.04,12.594,0.026,1.344,0.017,1.024,0.028,-0.027,0.857,0.028,-0.024,9.99,0.07,-0.08,1.013,1.0094
K01612,6089, 60, -60,-0.15,0.04,-0.04,7.486,0.018,11.288,0.033,1.250,0.027,-0.027,1.015,0.029,-0.027,9.80,0.06,-0.07,1.000,nan
K01615,6053, 60, -60,0.21,0.04,-0.04,9.993,0.018,3.463,0.022,1.287,0.029,-0.028,1.195,0.019,-0.029,9.47,0.10,-0.09,1.004,1.1281
K01616,6042, 60, -60,0.17,0.04,-0.04,10.274,0.014,3.254,0.022,1.205,0.027,-0.026,1.149,0.040,-0.026,9.46,0.11,-0.22,1.000,nan
K01618,6230, 60, -60,0.14,0.04,-0.04,10.329,0.017,2.523,0.030,1.491,0.036,-0.035,1.259,0.021,-0.018,9.48,0.05,-0.04,1.000,1.0001
K01621,6080, 60, -60,0.01,0.04,-0.04,10.511,0.018,1.823,0.026,1.953,0.051,-0.049,1.224,0.114,-0.028,9.65,0.03,-0.14,1.016,nan
K01623,5667, 60, -60,0.02,0.04,-0.04,10.481,0.022,2.275,0.031,1.627,0.045,-0.043,1.022,0.022,-0.021,9.97,0.03,-0.03,1.000,nan
K01628,6224, 60, -60,0.15,0.04,-0.04,11.596,0.017,1.278,0.022,1.661,0.045,-0.044,1.314,0.025,-0.020,9.46,0.04,-0.05,1.005,nan
K01629,5804, 60, -60,0.26,0.04,-0.04,12.131,0.015,1.351,0.016,1.262,0.032,-0.031,1.112,0.028,-0.032,9.74,0.09,-0.10,1.000,nan
K01632,6081, 60, -60,0.02,0.04,-0.04,12.041,0.016,1.202,0.014,1.459,0.035,-0.034,1.140,0.033,-0.044,9.70,0.08,-0.08,1.001,nan
K01639,6203, 60, -60,0.11,0.04,-0.04,12.245,0.026,0.688,0.014,2.281,0.071,-0.069,1.492,0.037,-0.088,9.37,0.11,-0.05,1.000,nan
K01647,5709, 60, -60,0.26,0.04,-0.04,12.517,0.032,0.979,0.076,1.507,0.135,-0.117,1.114,0.064,-0.043,9.85,0.07,-0.11,1.004,nan
K01655,5534, 60, -60,-0.07,0.04,-0.04,12.188,0.024,1.889,0.013,0.907,0.023,-0.023,0.875,0.034,-0.030,9.90,0.12,-0.19,1.000,nan
K01665,5987, 60, -60,0.32,0.04,-0.04,12.665,0.026,1.024,0.020,1.287,0.040,-0.038,1.213,0.025,-0.031,9.42,0.11,-0.17,1.002,nan
K01666,6434, 60, -60,0.12,0.04,-0.04,13.256,0.035,0.747,0.021,1.297,0.050,-0.048,1.282,0.023,-0.024,8.94,0.17,-0.35,1.007,nan
K01669,6162, 60, -60,-0.04,0.04,-0.04,12.745,0.027,0.974,0.019,1.291,0.040,-0.039,1.098,0.030,-0.029,9.65,0.07,-0.09,1.000,nan
K01688,5988, 60, -60,0.18,0.04,-0.04,12.849,0.024,0.787,0.020,1.572,0.055,-0.053,1.224,0.026,-0.054,9.63,0.11,-0.05,1.000,nan
K01692,5440, 60, -60,0.38,0.04,-0.04,10.778,0.012,3.743,0.024,0.876,0.021,-0.020,0.990,0.014,-0.015,8.99,0.36,-0.40,1.002,1.0003
K01695,5856, 60, -60,0.13,0.04,-0.04,12.258,0.021,1.203,0.016,1.361,0.036,-0.035,1.081,0.035,-0.034,9.81,0.07,-0.08,1.005,1.2531
K01706,5166, 60, -60,0.07,0.04,-0.04,12.210,0.021,2.172,0.019,0.820,0.022,-0.021,0.859,0.026,-0.032,9.66,0.25,-0.51,1.019,1.0023
K01707,5683, 60, -60,-0.27,0.04,-0.04,13.581,0.041,0.887,0.026,1.024,0.043,-0.041,0.831,0.020,-0.014,10.09,0.04,-0.07,1.012,nan
K01715,5789, 60, -60,-0.23,0.04,-0.04,11.475,0.017,2.019,0.019,1.159,0.028,-0.028,0.870,0.024,-0.017,10.08,0.04,-0.05,1.001,nan
K01726,4768, 60, -60,0.08,0.04,-0.04,10.842,0.015,4.646,0.014,0.749,0.020,-0.019,0.775,0.027,-0.025,9.83,0.22,-0.42,1.004,nan
K01738,5287, 60, -60,0.24,0.04,-0.04,11.512,0.020,2.825,0.017,0.846,0.022,-0.021,0.928,0.020,-0.025,9.35,0.32,-0.48,1.000,1.0009
K01739,5794, 60, -60,0.08,0.04,-0.04,13.479,0.043,0.648,0.028,1.430,0.078,-0.073,1.042,0.034,-0.030,9.91,0.05,-0.06,1.014,nan
K01751,5130, 60, -60,-0.01,0.04,-0.04,12.519,0.024,2.082,0.023,0.745,0.021,-0.020,0.818,0.011,-0.021,9.24,0.39,-0.53,1.055,1.0007
K01779,5873, 60, -60,0.33,0.04,-0.04,11.766,0.018,2.069,0.013,0.972,0.023,-0.022,1.073,0.006,-0.014,8.98,0.23,-0.09,1.001,nan
K01781,4961, 60, -60,0.21,0.04,-0.04,10.062,0.023,6.531,0.019,0.738,0.020,-0.019,0.831,0.005,-0.021,8.99,0.61,-0.50,1.023,1.0143
K01783,5923, 60, -60,0.11,0.04,-0.04,12.621,0.020,1.179,0.018,1.143,0.031,-0.030,1.076,0.036,-0.032,9.61,0.12,-0.17,1.000,nan
K01796,6013, 60, -60,-0.01,0.04,-0.04,11.084,0.016,2.538,0.027,1.069,0.026,-0.025,1.061,0.034,-0.035,9.45,0.17,-0.28,1.003,nan
K01797,5030, 60, -60,0.20,0.04,-0.04,10.840,0.017,4.658,0.024,0.719,0.019,-0.018,0.821,0.006,-0.012,8.90,0.33,-0.50,1.000,nan
K01800,5620, 60, -60,0.07,0.04,-0.04,10.806,0.018,3.755,0.025,0.850,0.021,-0.020,0.942,0.011,-0.021,9.21,0.27,-0.21,1.000,1.0002
K01802,5918, 60, -60,0.05,0.04,-0.04,11.958,0.020,1.859,0.014,0.983,0.023,-0.023,1.054,0.018,-0.029,8.96,0.41,-0.44,1.003,nan
K01803,4979, 60, -60,0.07,0.04,-0.04,11.140,0.017,4.143,0.014,0.721,0.019,-0.018,0.794,0.004,-0.013,8.98,0.51,-0.48,1.000,nan
K01805,5599, 60, -60,0.06,0.04,-0.04,12.208,0.020,2.011,0.019,0.840,0.021,-0.021,0.933,0.012,-0.016,9.03,0.34,-0.51,1.000,nan
K01806,6134, 60, -60,-0.06,0.04,-0.04,12.307,0.030,1.234,0.015,1.246,0.034,-0.033,1.072,0.030,-0.029,9.67,0.08,-0.10,1.000,1.1178
K01808,6143, 60, -60,0.04,0.04,-0.04,11.264,nan,2.305,0.023,1.074,0.026,-0.025,1.120,0.015,-0.030,9.01,0.28,-0.43,1.007,nan
K01809,5741, 60, -60,0.12,0.04,-0.04,11.249,0.016,2.625,0.023,0.988,0.024,-0.023,1.024,0.028,-0.031,9.39,0.24,-0.39,1.020,nan
K01812,5941, 60, -60,-0.04,0.04,-0.04,12.325,0.030,1.229,0.015,1.258,0.035,-0.034,1.013,0.029,-0.029,9.86,0.06,-0.07,1.472,1.0071
K01813,5419, 60, -60,0.06,0.04,-0.04,12.041,0.015,2.247,0.014,0.822,0.020,-0.019,0.898,0.019,-0.017,9.40,0.20,-0.61,1.000,nan
K01815,4773, 60, -60,0.06,0.04,-0.04,11.618,0.011,3.534,0.020,0.686,0.018,-0.018,0.752,0.011,-0.019,9.18,0.55,-0.48,1.000,nan
K01818,5560, 60, -60,0.05,0.04,-0.04,12.482,0.028,1.765,0.017,0.842,0.023,-0.022,0.932,0.014,-0.019,9.16,0.30,-0.51,1.004,1.0078
K01819,5450, 60, -60,0.05,0.04,-0.04,11.904,0.019,2.454,0.013,0.803,0.020,-0.019,0.882,0.018,-0.011,9.28,0.19,-0.41,1.000,nan
K01820,5414, 60, -60,0.12,0.04,-0.04,11.837,0.015,2.521,0.016,0.805,0.020,-0.019,0.908,0.013,-0.018,9.04,0.35,-0.50,1.002,1.0030
K01822,6090, 60, -60,-0.20,0.04,-0.04,11.096,0.020,2.581,0.029,1.052,0.026,-0.025,0.994,0.034,-0.032,9.60,0.14,-0.18,1.006,nan
K01824,5935, 60, -60,-0.16,0.04,-0.04,11.354,0.020,2.223,0.031,1.092,0.029,-0.028,0.947,0.031,-0.031,9.86,0.09,-0.10,1.000,nan
K01825,5391, 60, -60,0.13,0.04,-0.04,12.139,0.021,2.224,0.022,0.800,0.021,-0.021,0.900,0.012,-0.014,8.99,0.38,-0.51,1.021,nan
K01826,5881, 60, -60,-0.05,0.04,-0.04,11.910,0.019,1.740,0.018,1.084,0.027,-0.026,0.981,0.033,-0.031,9.79,0.10,-0.13,1.001,nan
K01831,5233, 60, -60,0.18,0.04,-0.04,12.291,0.025,2.018,0.014,0.835,0.023,-0.022,0.901,0.017,-0.027,9.53,0.25,-0.32,1.000,1.0012
K01832,5541, 60, -60,0.02,0.04,-0.04,13.351,0.035,1.239,0.021,0.810,0.026,-0.025,0.914,0.014,-0.016,8.97,0.38,-0.45,1.000,nan
K01835,5184, 60, -60,0.21,0.04,-0.04,11.673,0.019,2.076,0.045,1.089,0.036,-0.035,0.910,0.011,-0.010,10.12,0.01,-0.03,1.106,1.4072
K01837,5243, 60, -60,0.15,0.04,-0.04,11.897,0.016,2.586,0.017,0.778,0.020,-0.019,0.876,0.011,-0.015,9.08,0.37,-0.34,1.000,nan
K01839,5517, 60, -60,0.17,0.04,-0.04,11.422,0.022,2.980,0.057,0.818,0.026,-0.025,0.946,0.015,-0.016,8.95,0.37,-0.43,1.000,nan
K01841,5181, 60, -60,0.04,0.04,-0.04,11.303,0.020,3.069,0.043,0.869,0.025,-0.024,0.835,0.024,-0.017,10.04,0.08,-0.13,1.000,1.0874
K01845,4801, 60, -60,0.32,0.04,-0.04,12.190,0.021,2.371,0.019,0.786,0.022,-0.022,0.836,0.022,-0.026,9.69,0.28,-0.39,1.034,1.0264
K01850,5831, 60, -60,0.01,0.04,-0.04,12.665,0.024,1.064,0.018,1.256,0.037,-0.036,0.996,0.030,-0.028,9.92,0.06,-0.07,1.030,1.0036
K01852,6333, 60, -60,-0.20,0.04,-0.04,11.895,0.011,1.272,0.023,1.435,0.039,-0.038,1.115,0.036,-0.037,9.65,0.07,-0.07,1.003,1.0014
K01854,5601, 60, -60,0.04,0.04,-0.04,11.830,0.018,2.197,0.015,0.919,0.022,-0.022,0.957,0.031,-0.037,9.49,0.25,-0.49,1.000,nan
K01856,5251, 60, -60,0.02,0.04,-0.04,12.283,0.024,2.202,0.015,0.769,0.021,-0.020,0.848,0.013,-0.015,9.27,0.26,-0.52,1.008,nan
K01858,5425, 60, -60,0.00,0.04,-0.04,13.019,0.026,1.496,0.020,0.792,0.023,-0.022,0.877,0.010,-0.016,9.26,0.27,-0.43,1.000,nan
K01860,5718, 60, -60,0.12,0.04,-0.04,12.510,0.027,1.472,0.019,0.995,0.028,-0.027,1.021,0.027,-0.035,9.43,0.24,-0.36,1.007,nan
K01861,6020, 60, -60,0.03,0.04,-0.04,12.512,0.026,1.381,0.017,1.024,0.027,-0.027,1.079,0.018,-0.031,8.97,0.40,-0.42,1.102,1.0053
K01862,5611, 60, -60,0.25,0.04,-0.04,12.107,0.025,1.848,0.019,0.953,0.026,-0.025,1.034,0.025,-0.028,9.17,0.35,-0.62,1.000,nan
K01863,5989, 60, -60,0.20,0.04,-0.04,12.315,0.028,1.399,0.013,1.098,0.028,-0.028,1.138,0.031,-0.031,9.21,0.21,-0.37,1.000,nan
K01864,5620, 60, -60,0.12,0.04,-0.04,11.750,0.018,1.172,0.016,1.790,0.048,-0.047,1.091,0.022,-0.020,9.90,0.03,-0.03,1.000,nan
K01871,4628, 60, -60,0.18,0.04,-0.04,12.530,0.029,2.294,0.022,0.707,0.022,-0.021,0.762,0.015,-0.023,9.57,0.37,-0.53,2.322,nan
K01875,5577, 60, -60,-0.11,0.04,-0.04,12.928,nan,1.271,0.019,0.960,0.027,-0.026,0.860,0.029,-0.023,10.02,0.08,-0.11,1.017,nan
K01877,4914, 60, -60,0.02,0.04,-0.04,11.274,0.022,3.876,0.016,0.719,0.019,-0.019,0.784,0.011,-0.029,9.34,0.51,-0.46,1.002,nan
K01878,6190, 60, -60,0.15,0.04,-0.04,11.692,0.020,1.492,0.021,1.356,0.035,-0.034,1.225,0.016,-0.030,9.44,0.09,-0.07,1.000,0.0000
K01883,6059, 60, -60,0.06,0.04,-0.04,10.608,0.022,2.163,0.026,1.558,0.040,-0.039,1.183,0.034,-0.048,9.66,0.09,-0.06,1.000,nan
K01886,6201, 60, -60,0.04,0.04,-0.04,10.916,0.020,1.859,0.027,1.556,0.041,-0.040,1.228,0.029,-0.029,9.55,0.06,-0.05,1.003,nan
K01888,6421, 60, -60,0.10,0.04,-0.04,12.094,0.018,0.920,0.013,1.789,0.045,-0.044,1.397,0.025,-0.023,9.35,0.04,-0.04,1.000,nan
K01889,5440, 60, -60,0.04,0.04,-0.04,13.662,0.043,1.101,0.027,0.796,0.031,-0.030,0.902,0.020,-0.023,9.26,0.30,-0.50,1.006,nan
K01891,5028, 60, -60,0.16,0.04,-0.04,13.259,0.030,1.418,0.027,0.779,0.026,-0.025,0.848,0.019,-0.027,9.54,0.33,-0.49,1.029,1.0031
K01893,5672, 60, -60,-0.30,0.04,-0.04,12.623,0.028,1.086,0.017,1.286,0.038,-0.037,0.858,0.012,-0.008,10.13,0.01,-0.02,1.000,1.0016
K01894,5008, 60, -60,0.19,0.04,-0.04,11.060,0.014,0.892,0.027,3.502,0.140,-0.133,1.493,0.078,-0.087,9.44,0.09,-0.07,1.000,nan
K01897,5880, 60, -60,-0.09,0.04,-0.04,12.505,0.024,1.249,0.018,1.152,0.032,-0.031,0.957,0.029,-0.028,9.91,0.07,-0.08,1.001,nan
K01898,5728, 60, -60,0.02,0.04,-0.04,11.718,0.014,1.785,0.014,1.167,0.027,-0.027,0.956,0.029,-0.029,9.98,0.07,-0.07,1.000,nan
K01901,5999, 60, -60,0.14,0.04,-0.04,12.005,0.033,1.546,0.014,1.154,0.031,-0.030,1.125,0.042,-0.036,9.41,0.17,-0.29,1.123,1.0438
K01904,5045, 60, -60,-0.03,0.04,-0.04,11.378,0.012,3.563,0.016,0.737,0.018,-0.018,0.799,0.015,-0.028,9.37,0.45,-0.61,1.005,nan
K01905,4955, 60, -60,-0.13,0.04,-0.04,11.974,0.018,2.929,0.015,0.688,0.018,-0.018,0.743,0.014,-0.025,9.50,0.39,-0.46,1.000,nan
K01909,5866, 60, -60,0.01,0.04,-0.04,11.409,0.013,2.369,0.024,0.999,0.024,-0.023,1.022,0.037,-0.036,9.44,0.22,-0.35,1.000,nan
K01913,5500, 60, -60,0.23,0.04,-0.04,11.664,0.016,2.457,0.014,0.884,0.021,-0.021,0.980,0.015,-0.026,9.22,0.32,-0.73,1.000,nan
K01915,6000, 60, -60,0.34,0.04,-0.04,12.496,0.016,0.806,0.017,1.768,0.055,-0.053,1.367,0.024,-0.022,9.49,0.04,-0.04,1.000,nan
K01917,5936, 60, -60,-0.06,0.04,-0.04,12.259,0.020,1.473,0.014,1.084,0.027,-0.026,0.997,0.034,-0.033,9.73,0.11,-0.14,1.048,nan
K01921,6443, 60, -60,0.03,0.04,-0.04,11.684,0.019,1.377,0.026,1.451,0.041,-0.040,1.265,0.020,-0.024,9.36,0.07,-0.08,1.001,nan
K01922,5780, 60, -60,0.04,0.04,-0.04,13.728,0.047,0.738,0.030,1.128,0.060,-0.055,0.983,0.033,-0.031,9.86,0.09,-0.13,1.083,1.0373
K01923,5400, 60, -60,0.20,0.04,-0.04,12.396,0.030,1.836,0.015,0.870,0.024,-0.023,0.949,0.014,-0.023,9.13,0.42,-0.54,1.020,nan
K01924,5948, 60, -60,0.34,0.04,-0.04,6.491,0.016,8.765,0.272,2.572,0.101,-0.096,1.620,0.032,-0.110,9.34,0.11,-0.03,1.000,nan
K01925,5416, 60, -60,0.12,0.04,-0.04,7.768,0.022,14.693,0.021,0.896,0.022,-0.021,0.941,0.020,-0.048,9.60,0.28,-0.21,1.000,nan
K01928,5860, 60, -60,0.23,0.04,-0.04,12.163,0.022,1.560,0.014,1.074,0.027,-0.026,1.118,0.026,-0.028,9.23,0.21,-0.48,1.004,nan
K01929,5634, 60, -60,0.07,0.04,-0.04,11.183,0.016,1.499,0.020,1.796,0.048,-0.046,1.081,0.021,-0.019,9.90,0.03,-0.03,1.056,1.0040
K01930,5898, 60, -60,-0.01,0.04,-0.04,10.756,0.021,1.833,0.022,1.752,0.045,-0.044,1.105,0.026,-0.021,9.81,0.03,-0.03,1.000,nan
K01931,5446, 60, -60,-0.00,0.04,-0.04,12.874,0.030,1.646,0.024,0.766,0.023,-0.022,0.870,0.010,-0.012,8.99,0.37,-0.46,1.000,nan
K01938,5109, 60, -60,-0.23,0.04,-0.04,12.150,0.021,2.432,0.024,0.752,0.021,-0.020,0.754,0.029,-0.022,9.96,0.14,-0.27,1.013,nan
K01944,5739, 60, -60,0.07,0.04,-0.04,12.528,0.024,1.639,0.016,0.882,0.023,-0.022,0.981,0.012,-0.017,8.66,0.57,-0.27,1.062,nan
K01945,5354, 60, -60,0.26,0.04,-0.04,12.762,0.030,1.465,0.025,0.911,0.029,-0.028,0.959,0.027,-0.034,9.62,0.24,-0.38,1.000,nan
K01947,5944, 60, -60,0.22,0.04,-0.04,10.944,0.026,2.350,0.024,1.238,0.032,-0.031,1.143,0.037,-0.029,9.58,0.10,-0.15,3.794,nan
K01951,6031, 60, -60,-0.22,0.04,-0.04,12.217,0.022,1.269,0.038,1.278,0.050,-0.047,0.965,0.028,-0.027,9.91,0.05,-0.06,1.000,nan
K01952,5722, 60, -60,0.07,0.04,-0.04,12.994,0.026,0.979,0.018,1.185,0.037,-0.036,0.976,0.030,-0.029,9.96,0.07,-0.08,1.000,nan
K01955,6272, 60, -60,0.10,0.04,-0.04,11.957,0.021,1.304,0.016,1.363,0.034,-0.033,1.213,0.031,-0.018,9.45,0.05,-0.07,1.001,nan
K01958,5786, 60, -60,0.06,0.04,-0.04,13.621,0.045,0.856,0.026,1.017,0.044,-0.042,1.012,0.032,-0.035,9.55,0.20,-0.36,1.000,nan
K01960,5781, 60, -60,0.18,0.04,-0.04,12.683,0.028,1.103,0.022,1.210,0.039,-0.037,1.055,0.031,-0.030,9.81,0.08,-0.10,1.000,nan
K01961,5404, 60, -60,0.05,0.04,-0.04,11.119,0.013,2.493,0.030,1.140,0.030,-0.029,0.903,0.013,-0.010,10.12,0.01,-0.03,1.000,1.3787
K01964,5535, 60, -60,0.05,0.04,-0.04,8.950,0.011,7.406,0.101,1.022,0.027,-0.026,0.904,0.030,-0.023,10.03,0.07,-0.10,1.000,1.0331
K01970,5459, 60, -60,0.08,0.04,-0.04,13.660,0.054,1.022,0.029,0.860,0.039,-0.037,0.931,0.020,-0.029,9.40,0.33,-0.46,1.000,nan
K01978,5511, 60, -60,0.10,0.04,-0.04,13.582,0.036,1.041,0.027,0.870,0.033,-0.032,0.943,0.019,-0.026,9.38,0.30,-0.39,1.000,nan
K01979,5737, 60, -60,0.19,0.04,-0.04,11.416,0.011,1.806,0.062,1.332,0.056,-0.053,1.059,0.039,-0.032,9.89,0.07,-0.09,1.055,1.0227
K01980,5476, 60, -60,0.18,0.04,-0.04,12.124,0.022,2.067,0.016,0.856,0.022,-0.021,0.959,0.009,-0.021,9.00,0.41,-0.45,1.000,nan
K01984,6000, 60, -60,0.13,0.04,-0.04,12.288,0.020,1.384,0.016,1.142,0.029,-0.028,1.119,0.034,-0.032,9.36,0.19,-0.24,1.000,nan
K01985,4950, 60, -60,0.01,0.04,-0.04,11.576,0.015,3.294,0.015,0.736,0.019,-0.018,0.794,0.015,-0.029,9.46,0.41,-0.42,1.019,1.0120
K01988,4766, 60, -60,0.13,0.04,-0.04,11.753,0.019,3.283,0.020,0.695,0.019,-0.019,0.767,0.011,-0.020,9.16,0.56,-0.58,1.000,1.0003
K01989,5696, 60, -60,0.09,0.04,-0.04,11.772,0.018,2.098,0.014,0.970,0.023,-0.022,1.002,0.030,-0.038,9.52,0.21,-0.33,1.000,1.0020
K01992,5704, 60, -60,-0.14,0.04,-0.04,13.047,0.029,0.794,0.017,1.437,0.048,-0.046,0.922,0.022,-0.021,10.07,0.03,-0.04,1.000,nan
K02001,5170, 60, -60,0.09,0.04,-0.04,11.124,0.019,3.811,0.017,0.767,0.020,-0.019,0.852,0.004,-0.022,9.06,0.50,-0.50,1.034,1.0068
K02002,6004, 60, -60,0.04,0.04,-0.04,11.730,0.018,1.843,0.092,1.107,0.065,-0.059,1.076,0.031,-0.034,9.47,0.20,-0.35,1.003,nan
K02004,5659, 60, -60,0.29,0.04,-0.04,11.803,0.026,1.247,0.015,1.619,0.044,-0.043,1.126,0.098,-0.025,9.87,0.04,-0.15,1.000,nan
K02007,5846, 60, -60,0.10,0.04,-0.04,11.717,0.019,2.063,0.014,0.998,0.024,-0.023,1.062,0.020,-0.034,9.09,0.38,-0.43,1.000,nan
K02009,5618, 60, -60,-0.23,0.04,-0.04,12.251,0.022,1.529,0.018,1.093,0.029,-0.028,0.847,0.014,-0.009,10.12,0.02,-0.03,1.000,1.0119
K02010,6417, 60, -60,-0.02,0.04,-0.04,12.010,0.025,1.230,0.015,1.405,0.036,-0.035,1.230,0.016,-0.028,9.39,0.08,-0.08,1.000,nan
K02011,6421, 60, -60,-0.03,0.04,-0.04,11.377,0.021,1.777,0.024,1.296,0.033,-0.032,1.189,0.049,-0.019,9.36,0.08,-0.26,1.051,nan
K02012,5738, 60, -60,0.12,0.04,-0.04,13.305,0.034,1.084,0.019,0.927,0.030,-0.029,1.014,0.017,-0.025,9.08,0.34,-0.51,1.000,1.0010
K02016,5909, 60, -60,0.35,0.04,-0.04,12.693,0.019,0.941,0.019,1.386,0.042,-0.041,1.223,0.022,-0.027,9.56,0.08,-0.08,1.000,nan
K02017,5682, 60, -60,0.06,0.04,-0.04,11.569,0.016,2.592,0.016,0.862,0.020,-0.020,0.951,0.015,-0.019,9.18,0.23,-0.40,1.000,0.0000
K02022,5884, 60, -60,0.21,0.04,-0.04,13.176,0.032,1.088,0.021,0.966,0.031,-0.030,1.083,0.015,-0.027,8.74,0.42,-0.34,1.027,nan
K02026,5994, 60, -60,-0.09,0.04,-0.04,11.934,0.019,1.865,0.015,0.992,0.023,-0.023,1.023,0.029,-0.034,9.28,0.26,-0.46,1.000,nan
K02029,5224, 60, -60,-0.11,0.04,-0.04,11.132,0.022,3.981,0.022,0.726,0.019,-0.018,0.798,0.010,-0.020,9.23,0.41,-0.30,1.000,nan
K02035,5558, 60, -60,0.10,0.04,-0.04,11.362,0.020,2.929,0.021,0.850,0.021,-0.021,0.945,0.016,-0.020,9.12,0.28,-0.53,1.000,nan
K02037,4883, 60, -60,0.20,0.04,-0.04,13.016,0.032,1.704,0.026,0.736,0.024,-0.023,0.820,0.013,-0.019,9.31,0.43,-0.50,1.000,nan
K02038,5520, 60, -60,0.12,0.04,-0.04,13.083,0.023,1.332,0.023,0.853,0.026,-0.025,0.947,0.016,-0.017,9.14,0.34,-0.53,1.003,nan
K02039,5584, 60, -60,0.28,0.04,-0.04,12.656,0.033,1.522,0.018,0.898,0.026,-0.026,1.012,0.014,-0.017,8.91,0.41,-0.40,1.000,nan
K02040,5656, 60, -60,0.01,0.04,-0.04,12.660,0.023,1.365,0.019,0.998,0.028,-0.027,0.936,0.034,-0.032,9.86,0.11,-0.16,1.000,nan
K02043,5816, 60, -60,0.01,0.04,-0.04,12.627,0.040,1.182,0.018,1.152,0.037,-0.036,0.984,0.030,-0.029,9.89,0.08,-0.09,1.872,nan
K02044,5684, 60, -60,0.18,0.04,-0.04,14.161,0.065,0.704,0.032,0.981,0.060,-0.056,1.031,0.023,-0.033,9.39,0.30,-0.45,1.419,nan
K02046,5579, 60, -60,0.23,0.04,-0.04,11.538,0.020,1.461,0.013,1.572,0.040,-0.039,1.064,0.022,-0.023,9.97,0.03,-0.04,1.000,nan
