,id_starname,gdir_srad,gdir_srad_err1,gdir_srad_err2,giso_smass,giso_smass_err2,giso_smass_err1,giso_srad,giso_srad_err1,giso_srad_err2,giso_sage,giso_sage_err1,giso_sage_err2,giso2_sparallax,giso2_sparallax_err1,giso2_sparallax_err2
1108,K04368,2.29398824613,0.0620128855044,-0.0600341905347,1.30964101011,-0.0254384328367,0.0221242673937,2.23167913084,0.0360373757511,-0.0302803672712,3.87116184581,0.189191829451,-0.206560044336,1.14785532264,0.146635650004,-0.177011213454
1109,K04374,0.879546243596,0.0247184142874,-0.023906053218,0.872502352734,-0.0290953771082,0.0333050286892,0.873027563774,0.0120094261927,-0.0116524850512,7.34873908779,2.95993214923,-3.14945778067,1.74489469517,0.0839821895927,-0.105980358267
1110,K04382,1.36283830873,0.0403640559488,-0.0390219439317,1.08556811526,-0.0311970394379,0.0279013165503,1.35658818409,0.0245087495024,-0.0263709724551,5.00323744501,0.853928594113,-0.702039198622,0.911090088912,0.0981774931505,-0.126150834425
1111,K04383,0.915842719781,0.0236268587853,-0.0229236137498,0.997782737412,-0.0230058146268,0.0201722188998,0.920987846179,0.00984474490557,-0.00732541061529,1.30208185265,1.4567838205,-0.957832655666,1.53455078061,0.0735305789068,-0.107365785215
1112,K04385,0.826320247128,0.041783303934,-0.0393501055536,0.843763137507,-0.0273780244513,0.0289137976555,0.816538662438,0.0208552848912,-0.0187681868102,6.85583897187,4.27217406357,-4.17066818688,0.989448092267,0.0374823540907,-0.0410160814063
1113,K04399,0.828727470969,0.018734080681,-0.0182382727833,0.904384644749,-0.0186900922109,0.0173702436789,0.835437086966,0.00508274185572,-0.00230555482429,1.87736559673,1.60478546484,-0.959604175778,4.57275521458,0.188579325032,-0.213028847292
1114,K04400,1.05510756773,0.0268053297702,-0.0259223956741,0.964789124652,-0.0326712571922,0.0326907929934,1.0447953216,0.0122014873722,-0.0112426885371,6.88936101807,1.92404563331,-1.79448587153,1.56552928893,0.132503107179,-0.177875811606
1115,K04407,1.50757089149,0.032549018187,-0.0318471767735,1.17029232676,-0.0409860763287,0.0328121800053,1.50014823643,0.0102468669435,-0.0120487727746,3.70103979178,0.742721096642,-0.522000829663,3.75784841584,0.365733598383,-0.540638653572
1116,K04409,1.22816258616,0.0316951913726,-0.0308114816373,1.11932004057,-0.0309511883304,0.0330245601648,1.21435677958,0.0192201588728,-0.0183142354375,4.31659441974,1.14466855242,-1.11296892013,2.08580804988,0.236201112084,-0.305321707787
1117,K04411,1.07739840722,0.0258738492589,-0.025100492456,0.986167427224,-0.0328791343464,0.0316978938488,1.07157364118,0.0112531575112,-0.0119178646437,5.12747980915,1.46054934118,-1.42432089216,1.62497299509,0.127402178393,-0.17792955491
