,id_starname,id_kic,id_koicand,id_kepler_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,kic_kepmag,kic_jmag,kic_hmag,kic_kmag,cks_fp,cks_steff,cks_steff_err1,cks_steff_err2,cks_slogg,cks_slogg_err1,cks_slogg_err2,cks_smet,cks_smet_err1,cks_smet_err2,cks_svsini,cks_svsini_err1,cks_svsini_err2,m17_dec,m17_steff,m17_kmag,m17_srad,m17_hmag_err,m17_jmag_err,m17_kmag_err,m17_smass,m17_ra,m17_jmag,st_quarters,m17_hmag,m17_kepmag,gaia2_angdist,gaia2_sparallax_over_err,gaia2_sparallax_err,gaia2_gmag,gaia2_gflux_err,gaia2_gflux,gaia2_ra,id_gaia2,gaia2_dec,gaia2_sparallax,id_gaia2_best,gaia2_gflux_sum,absdiff_gmag_kepmag,gaia2_gflux_ratio,iso_sage_err2,iso_sage_err1,iso_srad_err2,iso_srad_err1,iso_smet,iso_smass,iso_sage,iso_steff_err2,iso_steff,iso_steff_err1,iso_slogage_err2,iso_slogage_err1,iso_srad,iso_sparallax_err2,iso_sparallax_err1,iso_slogg,iso_smass_err1,iso_smass_err2,iso_smet_err2,iso_smet_err1,iso_sparallax,iso_slogg_err2,iso_slogg_err1,iso_prad,iso_prad_err1,iso_prad_err2,iso_insol,iso_insol_err1,iso_insol_err2,iso_teq,iso_teq_err1,iso_teq_err2,iso_sma,iso_sma_err1,iso_sma_err2
566,K00720,9963524,K00720.02,Kepler-221 d,CONFIRMED,10.041568521,7.716e-06,-7.716e-06,2454970.085,0.000608,-0.000608,0.1218,0.2665,-0.1217,2.5558,0.0238,-0.0238,,,,1155.3,11.6,-11.6,0.030708,0.000605,-0.000289,5.44198,0.34578,-1.17315,2.52,0.57,-0.25,0.0817,,,706.0,,,58.77,41.27,-15.84,30.73,2.0,-2.0,83.99476,110.8,4,,5280.0,166.0,-139.0,4.544,0.065,-0.158,-0.42,0.38,-0.26,0.751,0.17,-0.074,0.72,0.136,-0.049,,,,stellar_q1_q16,13.749,12.413,11.995,11.9,False,5260.3,60.0,-60.0,4.677,0.1,-0.1,0.043,0.04,-0.04,4.5,1.0,-1.0,46.83527,5244,11.9,0.81,0.017,0.021,0.019,0.826,296.65475,12.413,11111101110111011,11.995,13.749,0.165088090287,135.47647,0.0189485488863,13.748566,27.9282942034,59692.5515888,296.654747708,2080344586094498432,46.835224169,2.56708245323,True,,-0.000434,1.0052292646,-0.756937484257,1.92589658538,-0.00446517321003,0.00673604596122,-0.0195800079623,0.865347430873,1.19533951819,-63.9803960489,5200.61493105,28.6089335516,-0.435618717258,0.416835344176,0.785262336667,-1.89485488863e-05,1.89485488863e-05,4.58420769523,0.00834533041138,-0.0190747472838,-0.0300161861393,0.0430789779714,0.00256708245323,-0.0123392894097,0.00661581645896,2.63418156624,0.0427811539401,-0.0427811539401,56.2240588061,2.75411481814,-2.75411481814,697.821063969,8.54505872521,-8.54505872521,0.0868551561174,0.000460054755599,-0.000460054755599
567,K00720,9963524,K00720.04,Kepler-221 b,CONFIRMED,2.795894073,3.262e-06,-3.262e-06,2454965.731,0.000892,-0.000892,0.1835,0.2504,-0.1834,2.0383,0.0315,-0.0315,,,,402.8,7.4,-7.4,0.018185,0.000437,-0.000314,2.81128,0.27313,-0.76942,1.49,0.34,-0.15,0.0348,,,1082.0,,,323.94,227.48,-87.34,10.51,1.0,-1.0,48.1481,65.3,4,,5280.0,166.0,-139.0,4.544,0.065,-0.158,-0.42,0.38,-0.26,0.751,0.17,-0.074,0.72,0.136,-0.049,,,,stellar_q1_q16,13.749,12.413,11.995,11.9,False,5260.3,60.0,-60.0,4.677,0.1,-0.1,0.043,0.04,-0.04,4.5,1.0,-1.0,46.83527,5244,11.9,0.81,0.017,0.021,0.019,0.826,296.65475,12.413,11111101110111011,11.995,13.749,0.165088090287,135.47647,0.0189485488863,13.748566,27.9282942034,59692.5515888,296.654747708,2080344586094498432,46.835224169,2.56708245323,True,,-0.000434,1.0052292646,-0.756937484257,1.92589658538,-0.00446517321003,0.00673604596122,-0.0195800079623,0.865347430873,1.19533951819,-63.9803960489,5200.61493105,28.6089335516,-0.435618717258,0.416835344176,0.785262336667,-1.89485488863e-05,1.89485488863e-05,4.58420769523,0.00834533041138,-0.0190747472838,-0.0300161861393,0.0430789779714,0.00256708245323,-0.0123392894097,0.00661581645896,1.55987810965,0.0340824532957,-0.0340824532957,309.171825623,15.163641963,-15.163641963,1068.59590046,13.1024721051,-13.1024721051,0.0370285639927,0.000195084484846,-0.000195084484846
568,K00720,9963524,K00720.03,Kepler-221 e,CONFIRMED,18.3697231,2.035e-05,-2.035e-05,2454964.866,0.000896,-0.000896,0.1018,0.3253,-0.1015,2.219,0.0411,-0.0411,,,,1075.6,17.5,-17.5,0.029628,0.00079,-0.00039,15.25458,1.03023,-4.04013,2.43,0.55,-0.24,0.1222,,,577.0,,,26.27,18.45,-7.08,64.8,4.4,-4.4,56.59107,69.4,4,,5280.0,166.0,-139.0,4.544,0.065,-0.158,-0.42,0.38,-0.26,0.751,0.17,-0.074,0.72,0.136,-0.049,,,,stellar_q1_q16,13.749,12.413,11.995,11.9,False,5260.3,60.0,-60.0,4.677,0.1,-0.1,0.043,0.04,-0.04,4.5,1.0,-1.0,46.83527,5244,11.9,0.81,0.017,0.021,0.019,0.826,296.65475,12.413,11111101110111011,11.995,13.749,0.165088090287,135.47647,0.0189485488863,13.748566,27.9282942034,59692.5515888,296.654747708,2080344586094498432,46.835224169,2.56708245323,True,,-0.000434,1.0052292646,-0.756937484257,1.92589658538,-0.00446517321003,0.00673604596122,-0.0195800079623,0.865347430873,1.19533951819,-63.9803960489,5200.61493105,28.6089335516,-0.435618717258,0.416835344176,0.785262336667,-1.89485488863e-05,1.89485488863e-05,4.58420769523,0.00834533041138,-0.0190747472838,-0.0300161861393,0.0430789779714,0.00256708245323,-0.0123392894097,0.00661581645896,2.54205365881,0.0528199572253,-0.0528199572253,25.1176220339,1.22783109581,-1.22783109581,570.503294064,6.96642226739,-6.96642226739,0.129910744826,0.000689948474282,-0.000689948474282
569,K00721,9964801,K00721.01,Kepler-654 b,CONFIRMED,13.72465129,5.006e-05,-5.006e-05,2455013.646,0.00264,-0.00264,0.7531,0.1396,-0.5236,6.9296,0.0869,-0.0869,,,,287.1,6.5,-6.5,0.016833,0.001485,-0.001293,0.11208,0.20547,-0.07754,3.04,1.42,-0.95,0.1211,,,996.0,,,232.63,323.13,-137.16,10.37,4.8,-4.8,39.56074,50.5,1,,6106.0,162.0,-208.0,4.099,0.248,-0.256,0.1,0.2,-0.28,1.656,0.773,-0.519,1.256,0.25,-0.247,,,,stellar_q1_q16,13.645,12.516,12.202,12.158,False,5846.3,60.0,-60.0,4.078,0.1,-0.1,0.127,0.04,-0.04,2.0,1.0,-1.0,46.834278,5817,12.158,1.171,0.021,0.023,0.024,0.982,297.06842,12.516,11111101110111011,12.202,13.645,0.121352780866,61.269787,0.016286962252,13.661379,11.0099133624,64683.6591912,297.068393144,2080353416547448320,46.8342497379,0.997898698826,True,,0.016379,1.44585439423,-1.7674204473,0.628014786645,-0.0293290191436,0.0289690197157,0.113338517727,1.13538144533,6.44543393794,-64.8415483731,5862.48139084,65.0996372189,-0.139190691578,0.0403790481881,1.65587822885,-1.6286962252e-05,1.6286962252e-05,4.05416008875,0.092464947865,-0.0282321625122,-0.0472525850067,0.0382214070061,0.000997898698826,-0.0196003510548,0.0412640309843,3.03920100387,0.257454803192,-0.257454803192,209.734040601,13.5533562469,-13.5533562469,969.796823015,15.6157598631,-15.6157598631,0.117065039703,0.00209515695893,-0.00209515695893
570,K00722,9965439,K00722.01,Kepler-655 b,CONFIRMED,46.4063358,0.0001651,-0.0001651,2455025.995,0.00226,-0.00226,0.0472,0.4117,-0.0469,6.9941,0.0868,-0.0868,,,,473.5,10.4,-10.4,0.020014,0.000541,-0.000317,1.2104,0.0612,-0.37023,2.48,1.23,-0.28,0.2698,,,574.0,,,25.73,36.89,-8.23,51.65,2.6,-2.6,42.469517,56.2,1,,6343.0,140.0,-222.0,4.411,0.056,-0.3,0.07,0.15,-0.39,1.137,0.561,-0.13,1.213,0.228,-0.211,,,,stellar_q1_q16,13.489,12.495,12.243,12.214,False,6145.4,60.0,-60.0,4.356,0.1,-0.1,-0.111,0.04,-0.04,5.6,1.0,-1.0,46.843189,6086,12.214,1.227,0.017,0.021,0.02,1.037,297.25909,12.495,11111101110111011,12.243,13.489,0.104208515089,81.51267,0.0159493501879,13.464127,18.2533071171,77570.3014233,297.259066355,2080355615570219904,46.8431649927,1.3000741875,True,,-0.024873,1.0,-0.939152489809,0.954523178943,-0.015116135939,0.0158255554972,-0.130541274972,1.05230189274,4.81333467012,-58.4663572436,6149.78842662,59.5954601797,-0.0942660199155,0.0785684893704,1.21031752075,-1.59493501879e-05,1.59493501879e-05,4.29489830642,0.0299321513912,-0.0279479358571,-0.0462133155829,0.0407295378093,0.0013000741875,-0.0195971158056,0.0173844441649,2.64721541469,0.0660998257879,-0.0660998257879,28.3776706557,1.43212372728,-1.43212372728,588.176558807,7.41263912738,-7.41263912738,0.257159063134,0.0023701208407,-0.0023701208407
571,K00723,10002866,K00723.01,Kepler-222 b,CONFIRMED,3.936993706,2.798e-06,-2.798e-06,2455002.651,0.000576,-0.000576,0.4625,0.1451,-0.3508,1.8222,0.0263,-0.0263,,,,1398.2,16.5,-16.5,0.034649,0.004444,-0.000827,4.36488,1.93131,-0.28016,3.19,1.1,-0.21,0.048,,,1004.0,,,240.16,249.87,-52.75,15.29,6.8,-6.8,80.71628,86.6,3,,5431.0,168.0,-148.0,4.563,0.022,-0.247,0.12,0.22,-0.24,0.843,0.29,-0.056,0.945,0.066,-0.082,,,,stellar_q1_q16,15.063,13.717,13.341,13.235,False,5314.6,60.0,-60.0,4.555,0.1,-0.1,0.328,0.04,-0.04,4.2,1.0,-1.0,46.937771,5431,13.235,0.843,0.022,0.021,0.03,0.945,287.9061,13.717,11111111111111111,13.341,15.063,0.0877738647834,50.61706,0.0254719017241,15.060283,8.2789032739,17833.362757,287.906088467,2130460394803778816,46.9377479249,1.28931286493,True,,-0.002717,1.00533945351,-0.777013884301,1.83658727863,-0.00775962283452,0.013880162791,0.281372055115,0.957991443856,1.35600034777,-43.8603256691,5223.04939544,47.4858165014,-0.369591390743,0.371883025191,0.862321887126,-2.54719017241e-05,2.54719017241e-05,4.54743213867,0.0140080257569,-0.0258640421098,-0.0381254032872,0.045171855483,0.00128931286493,-0.01394115792,0.0056234982289,3.26842755444,0.254445487923,-0.254445487923,230.206944855,12.2237753819,-12.2237753819,992.643107637,13.1789132053,-13.1789132053,0.048128672723,0.000329282173647,-0.000329282173647
572,K00723,10002866,K00723.03,Kepler-222 c,CONFIRMED,10.088796973,7.362e-06,-7.362e-06,2455006.084,0.000569,-0.000569,0.9059,0.0308,-0.3818,1.7496,0.0949,-0.0949,,,,2175.8,33.6,-33.6,0.052287,0.003132,-0.007371,2.44462,15.25863,-1.02944,4.81,1.66,-0.32,0.0898,,,734.0,,,68.62,71.39,-15.07,23.6,11.3,-11.3,80.58778,90.0,3,,5431.0,168.0,-148.0,4.563,0.022,-0.247,0.12,0.22,-0.24,0.843,0.29,-0.056,0.945,0.066,-0.082,,,,stellar_q1_q16,15.063,13.717,13.341,13.235,False,5314.6,60.0,-60.0,4.555,0.1,-0.1,0.328,0.04,-0.04,4.2,1.0,-1.0,46.937771,5431,13.235,0.843,0.022,0.021,0.03,0.945,287.9061,13.717,11111111111111111,13.341,15.063,0.0877738647834,50.61706,0.0254719017241,15.060283,8.2789032739,17833.362757,287.906088467,2130460394803778816,46.9377479249,1.28931286493,True,,-0.002717,1.00533945351,-0.777013884301,1.83658727863,-0.00775962283452,0.013880162791,0.281372055115,0.957991443856,1.35600034777,-43.8603256691,5223.04939544,47.4858165014,-0.369591390743,0.371883025191,0.862321887126,-2.54719017241e-05,2.54719017241e-05,4.54743213867,0.0140080257569,-0.0258640421098,-0.0381254032872,0.045171855483,0.00128931286493,-0.01394115792,0.0056234982289,4.92016287244,0.496614352857,-0.496614352857,65.5563571363,3.48796032078,-3.48796032078,725.132264361,9.64697658414,-9.64697658414,0.0901191543534,0.000627397068304,-0.000627397068304
573,K00723,10002866,K00723.02,Kepler-222 d,CONFIRMED,28.08194365,4.543e-05,-4.543e-05,2455027.914,0.00124,-0.00124,0.2908,0.134,-0.2907,4.525,0.0545,-0.0545,,,,2016.6,26.3,-26.3,0.040725,0.000639,-0.00087,2.55159,0.37134,-0.66335,3.75,1.29,-0.25,0.1777,,,522.0,,,17.52,18.23,-3.85,47.38,6.9,-6.9,60.24093,110.6,3,,5431.0,168.0,-148.0,4.563,0.022,-0.247,0.12,0.22,-0.24,0.843,0.29,-0.056,0.945,0.066,-0.082,,,,stellar_q1_q16,15.063,13.717,13.341,13.235,False,5314.6,60.0,-60.0,4.555,0.1,-0.1,0.328,0.04,-0.04,4.2,1.0,-1.0,46.937771,5431,13.235,0.843,0.022,0.021,0.03,0.945,287.9061,13.717,11111111111111111,13.341,15.063,0.0877738647834,50.61706,0.0254719017241,15.060283,8.2789032739,17833.362757,287.906088467,2130460394803778816,46.9377479249,1.28931286493,True,,-0.002717,1.00533945351,-0.777013884301,1.83658727863,-0.00775962283452,0.013880162791,0.281372055115,0.957991443856,1.35600034777,-43.8603256691,5223.04939544,47.4858165014,-0.369591390743,0.371883025191,0.862321887126,-2.54719017241e-05,2.54719017241e-05,4.54743213867,0.0140080257569,-0.0258640421098,-0.0381254032872,0.045171855483,0.00128931286493,-0.01394115792,0.0056234982289,3.83650732561,0.0862106662321,-0.0862106662321,16.7329462433,0.906300695154,-0.906300695154,515.414497409,6.96684642092,-6.96684642092,0.178320225486,0.00124846363911,-0.00124846363911
574,K00730,10227020,K00730.01,Kepler-223 d,CONFIRMED,14.78769446,8.16e-05,-8.16e-05,2455009.791,0.00355,-0.00355,0.944,0.0229,-0.6472,7.445,0.419,-0.419,,,,888.2,28.5,-28.5,0.034424,0.001137,-0.006522,0.02368,0.3906,-0.00735,3.77,1.39,-0.52,0.1139,,,762.0,,,79.9,88.06,-27.05,6.49,3.2,-3.2,27.857086,38.3,4,,5825.0,172.0,-165.0,4.39,0.112,-0.248,-0.22,0.29,-0.26,1.003,0.369,-0.139,0.902,0.133,-0.078,,,,stellar_q1_q16,15.344,14.095,13.727,13.633,False,5696.7,60.0,-60.0,3.842,0.1,-0.1,0.105,0.04,-0.04,2.2,1.0,-1.0,47.279491,5814,13.633,1.248,0.033,0.031,0.047,1.055,298.31836,14.095,11101101110111011,13.727,15.344,0.0815496702652,16.308426,0.0312768363006,15.395051,4.91135778075,13101.6488931,298.318390867,2086337508581280256,47.2794823611,0.510075975033,True,,0.051051,1.09650608683,-0.865235890182,0.918420679819,-0.0947570720704,0.1064208415,0.0783931572729,1.08873889988,7.75421390154,-59.7896997052,5688.95331531,58.6686780869,-0.0513829783885,0.0486132709824,1.71752974892,-3.12768363006e-05,3.12768363006e-05,3.99888215846,0.0393986924195,-0.0352588066762,-0.0427009844453,0.0459211370878,0.000510075975033,-0.0392393115488,0.0410842605528,6.45382413992,0.804631939705,-0.804631939705,189.343160306,23.9982909157,-23.9982909157,945.313655475,29.897816051,-29.897816051,0.121347963835,0.00140022884925,-0.00140022884925
575,K00730,10227020,K00730.02,Kepler-223 c,CONFIRMED,9.8482024,8.05e-05,-8.05e-05,2454971.388,0.0071,-0.0071,0.9681,0.0061,-0.6657,7.302,0.507,-0.507,,,,437.2,22.6,-22.6,0.02546,0.002277,-0.0062,0.00925,0.38303,-0.00267,2.79,1.02,-0.39,0.0869,,,873.0,,,137.26,151.28,-46.47,3.62,1.8,-1.8,15.629257,21.2,4,,5825.0,172.0,-165.0,4.39,0.112,-0.248,-0.22,0.29,-0.26,1.003,0.369,-0.139,0.902,0.133,-0.078,,,,stellar_q1_q16,15.344,14.095,13.727,13.633,False,5696.7,60.0,-60.0,3.842,0.1,-0.1,0.105,0.04,-0.04,2.2,1.0,-1.0,47.279491,5814,13.633,1.248,0.033,0.031,0.047,1.055,298.31836,14.095,11101101110111011,13.727,15.344,0.0815496702652,16.308426,0.0312768363006,15.395051,4.91135778075,13101.6488931,298.318390867,2086337508581280256,47.2794823611,0.510075975033,True,,0.051051,1.09650608683,-0.865235890182,0.918420679819,-0.0947570720704,0.1064208415,0.0783931572729,1.08873889988,7.75421390154,-59.7896997052,5688.95331531,58.6686780869,-0.0513829783885,0.0486132709824,1.71752974892,-3.12768363006e-05,3.12768363006e-05,3.99888215846,0.0393986924195,-0.0352588066762,-0.0427009844453,0.0459211370878,0.000510075975033,-0.0392393115488,0.0410842605528,4.76729469814,0.834796719263,-0.834796719263,326.262645223,41.5381319584,-41.5381319584,1083.06710172,34.4243247687,-34.4243247687,0.0925508991437,0.00106535971246,-0.00106535971246
576,K00730,10227020,K00730.03,Kepler-223 e,CONFIRMED,19.7240891,0.000242,-0.000242,2454968.069,0.0097,-0.0097,1.2615,0.3371,-0.2956,9.281,0.512,-0.512,,,,657.1,34.0,-34.0,0.287267,0.334838,-0.257385,0.00401,0.0017,-0.00073,31.46,11.58,-4.36,0.1381,,,692.0,,,54.35,59.9,-18.4,4.35,1.8,-1.8,17.20471,23.2,4,,5825.0,172.0,-165.0,4.39,0.112,-0.248,-0.22,0.29,-0.26,1.003,0.369,-0.139,0.902,0.133,-0.078,,,,stellar_q1_q16,15.344,14.095,13.727,13.633,False,5696.7,60.0,-60.0,3.842,0.1,-0.1,0.105,0.04,-0.04,2.2,1.0,-1.0,47.279491,5814,13.633,1.248,0.033,0.031,0.047,1.055,298.31836,14.095,11101101110111011,13.727,15.344,0.0815496702652,16.308426,0.0312768363006,15.395051,4.91135778075,13101.6488931,298.318390867,2086337508581280256,47.2794823611,0.510075975033,True,,0.051051,1.09650608683,-0.865235890182,0.918420679819,-0.0947570720704,0.1064208415,0.0783931572729,1.08873889988,7.75421390154,-59.7896997052,5688.95331531,58.6686780869,-0.0513829783885,0.0486132709824,1.71752974892,-3.12768363006e-05,3.12768363006e-05,3.99888215846,0.0393986924195,-0.0352588066762,-0.0427009844453,0.0459211370878,0.000510075975033,-0.0392393115488,0.0410842605528,55.1737539835,56.2586420864,-56.2586420864,128.942072291,16.4650955727,-16.4650955727,858.74097837,27.2859816684,-27.2859816684,0.146993001009,0.00167793269035,-0.00167793269035
577,K00730,10227020,K00730.04,Kepler-223 b,CONFIRMED,7.38441403,6.066e-05,-6.066e-05,2454970.472,0.00715,-0.00715,0.2028,0.247,-0.2028,5.265,0.255,-0.255,,,,322.0,19.7,-19.7,0.016418,0.000758,-0.000611,0.4236,0.07086,-0.15959,1.8,0.66,-0.25,0.0717,,,961.0,,,201.63,222.22,-68.26,10.69,1.8,-1.8,16.413277,18.7,4,,5825.0,172.0,-165.0,4.39,0.112,-0.248,-0.22,0.29,-0.26,1.003,0.369,-0.139,0.902,0.133,-0.078,,,,stellar_q1_q16,15.344,14.095,13.727,13.633,False,5696.7,60.0,-60.0,3.842,0.1,-0.1,0.105,0.04,-0.04,2.2,1.0,-1.0,47.279491,5814,13.633,1.248,0.033,0.031,0.047,1.055,298.31836,14.095,11101101110111011,13.727,15.344,0.0815496702652,16.308426,0.0312768363006,15.395051,4.91135778075,13101.6488931,298.318390867,2086337508581280256,47.2794823611,0.510075975033,True,,0.051051,1.09650608683,-0.865235890182,0.918420679819,-0.0947570720704,0.1064208415,0.0783931572729,1.08873889988,7.75421390154,-59.7896997052,5688.95331531,58.6686780869,-0.0513829783885,0.0486132709824,1.71752974892,-3.12768363006e-05,3.12768363006e-05,3.99888215846,0.0393986924195,-0.0352588066762,-0.0427009844453,0.0459211370878,0.000510075975033,-0.0392393115488,0.0410842605528,3.07735346204,0.220799965649,-0.220799965649,478.167671392,61.0308375573,-61.0308375573,1191.67705876,37.9544371577,-37.9544371577,0.0763731577528,0.000875231257536,-0.000875231257536
578,K00732,10265898,K00732.02,,NOT DISPOSITIONED,3.29534933,2.819e-05,-2.819e-05,2454965.486,0.0077,-0.0077,0.0893,0.3916,-0.0892,1.947,0.205,-0.205,,,,156.5,16.9,-16.9,0.011266,0.001081,-0.000443,3.86152,1.4684,-2.40246,1.18,0.41,-0.1,0.044,,,1140.0,,,399.7,422.11,-97.31,13.04,5.0,-5.0,8.3471575,11.2,3,,5546.0,160.0,-158.0,4.495,0.04,-0.263,0.44,0.04,-0.28,0.956,0.339,-0.075,1.042,0.152,-0.109,,,,stellar_q1_q16,15.342,14.054,13.616,13.503,False,5251.4,60.0,-60.0,4.412,0.1,-0.1,0.295,0.04,-0.04,1.7,1.0,-1.0,47.381592,5550,13.503,0.954,0.024,0.027,0.033,1.05,288.32791,14.054,11111111111111111,13.616,15.342,0.209733946164,41.9418,0.0261008324003,15.336959,5.42547903815,13821.7380828,288.327877796,2130825020347168512,47.3815379753,1.09471587841,True,,-0.005041,1.0,-2.74910511356,3.5364311761,-0.0155304785035,0.0186286471564,0.266470069896,0.936239411767,4.2122389764,-53.2271219625,5226.95924278,52.3216101988,-0.459228940638,0.264714171724,0.880382305377,-2.61008324003e-05,2.61008324003e-05,4.51992712613,0.027406613916,-0.0327886137922,-0.0461255669396,0.0359250522031,0.00109471587841,-0.0298779497149,0.0210367155269,1.08333881766,0.0772124911551,-0.0772124911551,293.669584079,18.7548307345,-18.7548307345,1054.94123504,16.8008259495,-16.8008259495,0.0424162218039,0.000456784076511,-0.000456784076511
579,K00732,10265898,K00732.03,,NOT DISPOSITIONED,5.25448795,5.31e-05,-5.31e-05,2454965.554,0.00718,-0.00718,0.2259,0.2237,-0.2259,2.883,0.181,-0.181,,,,191.3,15.2,-15.2,0.012502,0.00041,-0.000955,1.78358,0.33216,-0.81023,1.31,0.46,-0.11,0.06,,,977.0,,,214.95,227.0,-52.33,13.76,2.6,-2.6,9.658885,13.6,3,,5546.0,160.0,-158.0,4.495,0.04,-0.263,0.44,0.04,-0.28,0.956,0.339,-0.075,1.042,0.152,-0.109,,,,stellar_q1_q16,15.342,14.054,13.616,13.503,False,5251.4,60.0,-60.0,4.412,0.1,-0.1,0.295,0.04,-0.04,1.7,1.0,-1.0,47.381592,5550,13.503,0.954,0.024,0.027,0.033,1.05,288.32791,14.054,11111111111111111,13.616,15.342,0.209733946164,41.9418,0.0261008324003,15.336959,5.42547903815,13821.7380828,288.327877796,2130825020347168512,47.3815379753,1.09471587841,True,,-0.005041,1.0,-2.74910511356,3.5364311761,-0.0155304785035,0.0186286471564,0.266470069896,0.936239411767,4.2122389764,-53.2271219625,5226.95924278,52.3216101988,-0.459228940638,0.264714171724,0.880382305377,-2.61008324003e-05,2.61008324003e-05,4.51992712613,0.027406613916,-0.0327886137922,-0.0461255669396,0.0359250522031,0.00109471587841,-0.0298779497149,0.0210367155269,1.20245910844,0.069784264034,-0.069784264034,157.925435297,10.1096746693,-10.1096746693,903.39263744,14.4387106562,-14.4387106562,0.0578903707909,0.000627836299039,-0.000627836299039
580,K00732,10265898,K00732.01,Kepler-656 b,CONFIRMED,1.260259094,6.61e-07,-6.61e-07,2455003.409,0.000417,-0.000417,0.7878,0.0125,-0.5528,1.8742,0.0157,-0.0157,,,,1206.6,10.3,-10.3,0.035311,3.8e-05,-0.00311,0.53763,1.18905,-0.03085,3.69,1.3,-0.29,0.0232,,,1570.0,,,1437.7,1518.26,-350.04,3.56,1.6,-1.6,28.647556,133.8,3,,5546.0,160.0,-158.0,4.495,0.04,-0.263,0.44,0.04,-0.28,0.956,0.339,-0.075,1.042,0.152,-0.109,,,,stellar_q1_q16,15.342,14.054,13.616,13.503,False,5251.4,60.0,-60.0,4.412,0.1,-0.1,0.295,0.04,-0.04,1.7,1.0,-1.0,47.381592,5550,13.503,0.954,0.024,0.027,0.033,1.05,288.32791,14.054,11111111111111111,13.616,15.342,0.209733946164,41.9418,0.0261008324003,15.336959,5.42547903815,13821.7380828,288.327877796,2130825020347168512,47.3815379753,1.09471587841,True,,-0.005041,1.0,-2.74910511356,3.5364311761,-0.0155304785035,0.0186286471564,0.266470069896,0.936239411767,4.2122389764,-53.2271219625,5226.95924278,52.3216101988,-0.459228940638,0.264714171724,0.880382305377,-2.61008324003e-05,2.61008324003e-05,4.51992712613,0.027406613916,-0.0327886137922,-0.0461255669396,0.0359250522031,0.00109471587841,-0.0298779497149,0.0210367155269,3.39551890443,0.16355022113,-0.16355022113,1058.59677201,67.8700530289,-67.8700530289,1453.60419427,23.2415287507,-23.2415287507,0.0223494547805,0.000240717021731,-0.000240717021731
581,K00733,10271806,K00733.01,Kepler-224 c,CONFIRMED,5.924991308,6.659e-06,-6.659e-06,2455002.716,0.000906,-0.000906,0.8359,0.0422,-0.5739,2.8651,0.081,-0.081,,,,1736.1,24.0,-24.0,0.04358,3.3e-05,-0.005493,0.52473,1.90441,-0.17082,3.33,0.58,-0.24,0.0586,,,791.0,,,92.75,50.74,-20.91,9.91,4.5,-4.5,61.35078,81.5,4,,5195.0,151.0,-141.0,4.632,0.029,-0.102,-0.36,0.38,-0.28,0.699,0.122,-0.049,0.768,0.091,-0.078,,,,stellar_q1_q16,15.644,14.212,13.722,13.703,False,5045.7,60.0,-60.0,4.6,0.1,-0.1,-0.064,0.04,-0.04,2.8,1.0,-1.0,47.357601,5016,13.703,0.679,0.021,0.025,0.039,0.743,290.9343,14.212,11111111111111111,13.722,15.644,0.228344960913,42.133965,0.0296767197763,15.635781,5.70296745284,10496.2433783,290.934267923,2129161734133025408,47.357541409,1.25039784667,True,,-0.008219,1.0,-2.41638269219,4.42369903304,-0.0136385723507,0.0117245417576,-0.113869487059,0.78614171795,3.12977374487,-49.4972524189,4991.988632,57.5009770542,-0.64218528487,0.38263372538,0.736540548131,-2.96767197763e-05,2.96767197763e-05,4.60055630601,0.0213410894796,-0.0260428014736,-0.0335234496123,0.0446112721395,0.00125039784667,-0.0225530686702,0.0163010044906,3.50635088887,0.232927485889,-0.232927485889,90.1127981427,5.61003731853,-5.61003731853,785.163577173,12.1937801657,-12.1937801657,0.0591715185646,0.000596953229737,-0.000596953229737
