 KOI   ID  KICID(primary) KICID(companion)  d["]   d_unc  PA[deg]  PA_unc   U        U_unc     B        B_unc     V        V_unc    F555W   F555W_unc  F775W   F775W_unc   i        i_unc     z       z_unc      LP600  LP600_unc   562    562_unc     692    692_unc     880    880_unc     J        J_unc     H        H_unc     K        K_unc
 3064   B      9899505           9899502   3.795   0.050   194.9    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     1.507    0.021    99.990   99.990    99.990   99.990
 3065   B      5040077     5040077_blend   3.894   0.050    75.9    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     6.433    0.325    99.990   99.990    99.990   99.990
 3066   B      4067925     4067925_blend   3.394   0.055   335.6    1.3    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     1.860    0.020    99.990   99.990    99.990   99.990    99.990   99.990     1.821    0.026    99.990   99.990    99.990   99.990
 3069   B      4676964     4676964_blend   1.832   0.099   108.4    1.1    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     2.200    0.070    99.990   99.990    99.990   99.990    99.990   99.990     2.049    0.010    99.990   99.990     1.260    0.060
 3070   B      6072593     6072593_blend   3.180   0.050   340.3    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.879    0.069    99.990   99.990    99.990   99.990
 3073   B      8546542     8546542_blend   1.313   0.053    10.1    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     1.760    0.150    99.990   99.990    99.990   99.990    99.990   99.990     1.748    0.010    99.990   99.990    99.990   99.990
 3074   B      8197560     8197560_blend   3.491   0.050   350.9    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.030    0.310    99.990   99.990    99.990   99.990
 3074   C      8197560     8197560_blend   3.822   0.050   304.3    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     1.968    0.055    99.990   99.990    99.990   99.990
 3106   B      8895758     8895758_blend   0.300   0.050   189.0    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     0.760    0.160    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990
 3107   B     10031500    10031500_blend   3.577   0.050   279.5    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.629    0.078    99.990   99.990    99.990   99.990
 3110   B     11285870    11285870_blend   3.155   0.050   281.0    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.910    0.168    99.990   99.990    99.990   99.990
 3111   B      8581240     8581240_blend   3.372   0.070   249.0    4.9    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     5.870    0.130    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     6.179    0.127    99.990   99.990     5.250    0.020
 3112   B      7022573     7022573_blend   1.795   0.076   152.5    1.4    99.990   99.990     0.167    0.049     0.359    0.037    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     0.490    0.030    99.990   99.990    99.990   99.990    99.990   99.990     0.804    0.012    99.990   99.990    99.990   99.990
 3113   B      7676423     7676423_blend   3.492   0.050     2.6    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     5.226    0.256    99.990   99.990    99.990   99.990
 3117   B      6523351     6523351_blend   2.610   0.050   286.5    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     6.100    0.020
 3119   B      5551672     5551672_blend   1.087   0.050   306.2    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.931    0.014
 3119   C      5551672     5551672_blend   3.936   0.050   286.0    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     6.640    0.086
 3120   B     11499192    11499192_blend   1.140   0.050   278.0    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     0.870    0.030    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990
 3126   B      7097534     7097534_blend   3.527   0.050    13.2    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.110    0.057    99.990   99.990    99.990   99.990
 3126   C      7097534     7097534_blend   3.774   0.050   223.3    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     6.859    0.477    99.990   99.990    99.990   99.990
 3128   B      7609674     7609674_blend   3.722   0.050   189.9    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     6.426    0.179    99.990   99.990    99.990   99.990
 3129   B      6964159     6964159_blend   3.667   0.050   203.4    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     1.593    0.010    99.990   99.990    99.990   99.990
 3132   B      9541295     9541295_blend   2.443   0.050   158.0    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.232    0.010    99.990   99.990    99.990   99.990
 3134   B      6115516     6115516_blend   3.601   0.050    24.3    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.405    0.147    99.990   99.990    99.990   99.990
 3136   B      6945786     6945786_blend   1.830   0.050   238.0    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     2.910    0.040    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990
 3148   B     10611420    10611420_blend   2.695   0.050    73.1    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     5.321    0.350    99.990   99.990    99.990   99.990
 3156   B      4150611     4150611_blend   1.322   0.051   202.4    1.1    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     1.990    0.150     1.750    0.150    99.990   99.990    99.990   99.990    99.990   99.990
 3158   B      6278762     6278762_blend   1.879   0.110   252.9    1.2    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     2.870    0.021     2.547    0.018     4.000    0.150    99.990   99.990    99.990   99.990    99.990   99.990     2.440    0.035    99.990   99.990     2.226    0.062
 3161   B      2696703     2696703_blend   2.613   0.107    67.2    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.040    0.140    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.213    0.025
 3163   B      7116117     7116117_blend   3.020   0.050   349.2    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     5.377    0.021    99.990   99.990    99.990   99.990
 3167   B     12255382    12255382_blend   2.180   0.054   222.7    1.3    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.440    0.010    99.990   99.990     2.378    0.035
 3168   B      4450844     4450844_blend   0.807   0.050   332.5    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     5.600    0.150     4.430    0.150     3.895    0.030    99.990   99.990     3.381    0.032
 3180   B      3936658     3936658_blend   2.857   0.050   163.5    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     8.418    0.024
 3188   B      7457278     7457278_blend   1.629   0.050   110.1    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     5.395    0.021
 3190   B      5985713     5985713_blend   2.162   0.050   167.4    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     7.381    0.025
 3190   C      5985713     5985713_blend   2.424   0.145   189.3    1.4    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     5.920    0.170    99.990   99.990    99.990   99.990    99.990   99.990     5.431    0.039    99.990   99.990     3.963    0.025
 3208   B     10155029    10155029_blend   2.500   0.050   359.4    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     8.252    0.119
 3213   B      5398002     5398002_blend   1.001   0.050   214.0    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     5.521    0.081
 3214   B      7983117     7983117_blend   0.483   0.051   317.6    1.8    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     0.730    0.130    99.990   99.990     1.740    0.150     1.490    0.150    99.990   99.990    99.990   99.990    99.990   99.990
 3214   C      7983117     7983117_blend   1.336   0.116   197.3    1.4    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     2.500    0.040    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     1.706    0.051    99.990   99.990
 3221   B      6956136     6956136_blend   3.914   0.050   283.4    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.827    0.010    99.990   99.990    99.990   99.990
 3228   B      5307990     5307990_blend   3.430   0.050   272.5    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     5.246    0.033    99.990   99.990    99.990   99.990
 3234   B     10057494    10057494_blend   0.064   0.050   123.2    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     0.750    0.150     0.690    0.150    99.990   99.990    99.990   99.990    99.990   99.990
 3235   B      2713018     2713018_blend   3.022   0.050    77.1    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     7.450    0.201    99.990   99.990    99.990   99.990
 3242   B      6928906     6928906_blend   4.000   0.050   238.2    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     8.400    0.020
 3245   B      8073705     8073705_blend   1.539   0.057   184.7    1.1    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.100    0.070    99.990   99.990     4.870    0.150     3.550    0.150    99.990   99.990    99.990   99.990     1.842    0.034
 3246   B      9885417     9885417_blend   3.767   0.051   130.5    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     7.142    0.131    99.990   99.990     8.259    0.062
 3253   B      2707985     2707985_blend   3.540   0.050   214.3    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     6.525    0.130    99.990   99.990    99.990   99.990
 3255   B      8183288     8183288_blend   0.180   0.050   336.6    1.3    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     0.520    0.150     0.400    0.150    99.990   99.990    99.990   99.990     0.116    0.012
 3255   C      8183288     8183288_blend   3.042   0.101    44.3    1.2    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.870    0.050    99.990   99.990    99.990   99.990    99.990   99.990     4.761    0.063     4.590    0.031     3.846    0.010
 3256   B     11305996    11305996_blend   0.797   0.050   176.6    1.0    99.990   99.990    99.990   99.990    99.990   99.990     8.783    0.185     7.948    0.081    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990
 3258   B      4366323     4366323_blend   3.587   0.050     5.4    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.898    0.097    99.990   99.990    99.990   99.990
 3259   B      2853029     2853029_blend   1.357   0.050   316.4    1.0    99.990   99.990    99.990   99.990    99.990   99.990     8.507    0.081     7.296    0.032    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990
 3259   C      2853029     2853029_blend   2.165   0.050   326.9    1.0    99.990   99.990    99.990   99.990    99.990   99.990     4.887    0.025     4.722    0.016    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990
 3263   B     11853130    11853130_blend   0.818   0.051   275.2    1.2    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     2.019    0.012    99.990   99.990     2.010    0.160    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     2.279    0.026
 3264   B      9345933     9345933_blend   3.594   0.107   217.2    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     1.370    0.020    99.990   99.990    99.990   99.990    99.990   99.990     1.409    0.013    99.990   99.990    99.990   99.990
 3265   B     10030778    10030778_blend   1.966   0.050    32.3    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.408    0.196    99.990   99.990    99.990   99.990
 3269   B      8104030     8104030_blend   3.165   0.050    91.0    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     1.415    0.010    99.990   99.990    99.990   99.990
 3271   B      7285757     7285757_blend   3.722   0.050     5.0    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.295    0.138    99.990   99.990    99.990   99.990
 3273   B      5211922     5211922_blend   3.286   0.050   185.9    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.508    0.155    99.990   99.990    99.990   99.990
 3277   B      3120904     3120904_blend   2.450   0.050   355.0    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     5.790    0.230    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990
 3277   C      3120904     3120904_blend   3.353   0.094   352.7    1.1    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     5.000    0.120    99.990   99.990    99.990   99.990    99.990   99.990     4.205    0.025    99.990   99.990    99.990   99.990
 3279   B      3544640     3544640_blend   3.297   0.050   261.4    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.135    0.144    99.990   99.990    99.990   99.990
 3284   B      6497146     6497146_blend   0.439   0.050   193.1    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.560    0.150    99.990   99.990    99.990   99.990    99.990   99.990     2.034    0.018
 3284   C      6497146     6497146_blend   3.961   0.081     3.2    1.3    99.990   99.990     1.802    0.150     2.013    0.150    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     2.420    0.080    99.990   99.990    99.990   99.990    99.990   99.990     2.904    0.010     2.854    0.047     2.894    0.010
 3285   B      8625813     8625813_blend   3.753   0.050   257.5    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.225    0.164    99.990   99.990    99.990   99.990
 3288   B      5768816     5768816_blend   3.185   0.054    77.0    3.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.320    0.120    99.990   99.990    99.990   99.990    99.990   99.990     3.777    0.035    99.990   99.990    99.990   99.990
 3288   C      5768816     5768816_blend   3.500   0.050    80.0    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.620    0.160    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990
 3291   B      6233483     6233483_blend   2.712   0.050   217.3    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     5.826    0.159    99.990   99.990    99.990   99.990
 3292   B      5392871     5392871_blend   2.399   0.050   299.5    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     2.902    0.010    99.990   99.990    99.990   99.990
 3292   C      5392871     5392871_blend   2.825   0.050   102.6    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     2.405    0.010    99.990   99.990    99.990   99.990
 3292   D      5392871     5392871_blend   3.781   0.050   349.8    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     5.463    0.088    99.990   99.990    99.990   99.990
 3294   B      3858917     3858917_blend   3.792   0.050   262.3    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.969    0.165    99.990   99.990    99.990   99.990
 3300   B      7889486     7889486_blend   3.831   0.050    20.7    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.036    0.074    99.990   99.990    99.990   99.990
 3309   B      5563300     5563300_blend   0.594   0.050   205.3    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     1.410    0.010
 3309   C      5563300     5563300_blend   3.636   0.091    43.3    1.4    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     2.780    0.040    99.990   99.990    99.990   99.990    99.990   99.990     2.899    0.014    99.990   99.990     2.821    0.010
 3318   B      8331612     8331612_blend   3.033   0.050   317.6    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     5.153    0.276    99.990   99.990    99.990   99.990
 3318   C      8331612     8331612_blend   3.107   0.050    98.9    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.681    0.145    99.990   99.990    99.990   99.990
 3318   D      8331612     8331612_blend   3.396   0.050   134.1    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.013    0.163    99.990   99.990    99.990   99.990
 3324   B      4271474     4271474_blend   3.745   0.051     3.9    2.1    99.990   99.990    99.990   99.990     3.345    0.092    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.014    0.056    99.990   99.990    99.990   99.990
 3324   C      4271474     4271474_blend   3.805   0.055   322.8    1.0    99.990   99.990     2.642    0.102     2.686    0.065    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.050    0.060    99.990   99.990    99.990   99.990    99.990   99.990     2.694    0.042    99.990   99.990    99.990   99.990
 3325   B      5130983     5130983_blend   3.538   0.050    16.5    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     5.240    0.107    99.990   99.990    99.990   99.990
 3325   C      5130983     5130983_blend   3.673   0.050   332.8    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     5.595    0.191    99.990   99.990    99.990   99.990
 3326   B     11093538    11093538_blend   3.676   0.050   284.7    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     2.176    0.037    99.990   99.990    99.990   99.990
 3335   B     10922659    10922659_blend   2.368   0.068    63.0    3.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     2.890    0.040    99.990   99.990    99.990   99.990    99.990   99.990     2.302    0.044    99.990   99.990    99.990   99.990
 3339   B      7772914     7772914_blend   3.417   0.051   345.6    1.2    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     1.380    0.060    99.990   99.990    99.990   99.990    99.990   99.990     1.115    0.010    99.990   99.990    99.990   99.990
 3341   B      5621333     5621333_blend   3.198   0.067   108.0    1.7    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.270    0.080    99.990   99.990    99.990   99.990    99.990   99.990     3.726    0.069    99.990   99.990    99.990   99.990
 3347   B      8824737     8824737_blend   3.213   0.063   295.3    1.1    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     2.200    0.020    99.990   99.990    99.990   99.990    99.990   99.990     2.358    0.029    99.990   99.990    99.990   99.990
 3349   B      8636333     8636333_blend   0.310   0.051   265.9    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     1.596    0.060     1.702    0.060
 3349   C      8636333     8636333_blend   3.118   0.057   170.6    1.4    99.990   99.990    99.990   99.990     3.897    0.080    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.470    0.102    99.990   99.990    99.990   99.990
 3354   B      9845909     9845909_blend   3.700   0.052   227.2    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     2.550    0.060    99.990   99.990    99.990   99.990    99.990   99.990     2.738    0.029    99.990   99.990    99.990   99.990
 3372   B      9785921     9785921_blend   2.367   0.051   127.2    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     1.950    0.020    99.990   99.990    99.990   99.990    99.990   99.990     1.469    0.013    99.990   99.990    99.990   99.990
 3377   B      5553959     5553959_blend   0.264   0.050   335.0    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     0.490    0.060
 3377   C      5553959     5553959_blend   1.428   0.059    54.0    5.7    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.260    0.190    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.740    0.060
 3378   B      4376629     4376629_blend   2.329   0.050   259.5    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.948    0.015    99.990   99.990    99.990   99.990
